tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,Y
5.62637618010693,5.8032520185264405,5.2304498552889,,4.1204675983177115,-1.10379940904438,-1.244090354263,-1.77257783501033,0.3793824365697071,,0.665407978910771,0.129072632646534,0.0496526313364334,
,,2.7796757496767097,,3.7165480375111697,-0.522687488944514,,-1.4194804463044302,,,0.292985517963819,0.0662334655374475,0.0147857583513866,0.0
4.04057078206995,5.2738791724802585,3.50352193234289,,,-0.82894527562689,-1.31625212817452,-1.26836556182521,,,0.9676506452366,,0.0734435968404944,0.0
,6.38650603980561,,,,,-1.07667611883739,,,,,0.718716219315514,,0.0
,,2.8230842686633904,6.8925319286405715,,-1.86766367116104,,-1.14197769597307,0.7756695891173421,0.6608066458072149,0.9370269039277092,,0.0370411289814244,
4.24670624707961,9.76251055213335,,,,,-1.27858187764398,-1.88662965929892,0.9859731284843728,,0.8294615731174201,0.364713958154279,0.0538479537345324,0.0
3.79759103790162,2.3593284914614703,,,4.87765060129879,-1.60355533290885,,,0.35926086471790203,0.787629218524621,0.857873747292687,,0.00600767969981502,0.0
1.2474015606386102,7.491734511310459,,2.37395265105602,,,-1.643077529416,,0.268143944641773,0.885512908663933,0.0649529118554888,,,1.0
2.70730530104704,1.2820609558857,8.60594216186712,,,-1.8363578840512,,,0.682095566680713,0.6921360866998729,,,-0.039406143912757985,
7.8265394310299685,2.54294647064619,9.47926861073615,,,,,,,,0.507260975672723,,0.0436578305876737,
,4.35036991250685,6.82264214322462,8.42695104449326,3.11331547333806,,-0.9194598309079772,-1.62040897274736,,,0.19581799068210892,0.7185257288216249,,0.0
,4.65352940167066,9.80829188107621,,,,-0.979896927612473,,0.069218955577754,0.6498977083260079,0.3879196542740681,,,
,,9.464767653441973,4.6959385722482505,5.55949596156646,,-1.97218326757981,-1.85587569229014,,0.773194128229225,,0.111770160847765,,0.0
9.81898357598544,5.2760772838667895,,,,,,,,0.664465159117114,0.344952344782475,,0.023998136766678,0.0
1.56816662633313,,,,,-0.775057948792365,-0.8879389405752759,-1.08147986424224,0.236834798962254,0.12313476967066805,0.10862408101510003,,,1.0
,8.70938946008716,,,,,,-1.74364560816084,0.5418860577118779,0.6205500199721441,0.212141924467998,,-0.00967029148980553,1.0
,,,1.7938226731233895,,-1.5510111191046398,,-1.5511507675546,,0.26704855561607,0.569496243165703,,-0.03069468985758,1.0
0.934403320331778,4.90444557607586,3.69576397343794,,,,-1.58386215749305,-1.41354530042547,0.989165617614994,,0.329620940813703,0.35103820636749605,,
,,1.50236922410094,,,,,,,0.931777366229554,,0.580376893406479,,1.0
8.22355648618084,7.980055597345428,4.14714268428457,,,,-1.38568057405641,-1.0201321507268002,,0.831154294423631,0.290953991544755,,0.0416351586613869,
4.46895547775032,,,4.93079550177282,,-1.72450929543233,,,,0.221281564110408,0.651908614523642,,,
7.57247291349297,6.69190972174569,8.48292112754878,,,-1.67251301207533,-1.9241451561473504,-1.3083996584469,,0.598183990967496,,,0.00865880173966491,0.0
6.45785558678805,,,2.6343409089330696,3.91998575272334,,,-1.6862494806368402,0.8595182761122379,,,0.5120250950219241,0.0291364004882671,0.0
,2.14816036591084,,,3.93533895818201,,,,,,,,0.0182814225985574,
1.62352925516381,2.4130829661378903,,2.8227575145963697,3.0934690710845603,,-0.593950607456768,,,0.12253424866360603,,,,1.0
,8.46165176494576,,,,-1.18921086927441,,-1.10688562961778,0.96183583313983,,,0.6965171289611342,0.0249797526403291,
0.8564624748806929,8.21954794630576,8.78540711346818,,4.63862957620873,-1.85739659655663,,,,0.365112294174046,,0.8248524693506859,0.0482660892768763,
8.48972664357347,,,,,,,,,0.7486707366589549,,0.976200152924338,-0.0441059869154466,
,5.402185739481831,,,,,,,0.530803346089349,,,,0.0570714869251557,0.0
,0.711704165598121,7.65342645348485,3.4025769762503795,,-1.10574293591944,-1.28201494917176,-1.03261107960272,0.7384551343380491,,,0.8084113458161999,-0.0110945098680936,1.0
,3.3244450223685003,3.58857965782358,,,-1.00391287261724,-1.06279324661456,,0.396466194455906,,,,,1.0
,6.9868387418237985,,1.52377524303708,,,-0.9002329976806529,-1.84588594792029,,0.31187654717544394,0.278852959523147,0.20001915751056,-0.0319874653462468,1.0
5.121873826134388,,,,,-0.912766079106112,,-0.6410391165742529,,,0.3989525966457271,,0.00996066225314389,
2.7106798567129906,,8.799859996911499,,3.97474870494699,,,-1.0387784355211,,,0.710019707324061,,0.0530349247753428,0.0
,5.7218127308822,,,2.51749112255217,-1.2076261122738,-0.690140390771814,-0.619724619506556,0.0986592835018621,,,0.525954587832376,-0.0398472937806612,1.0
,5.811074560508598,9.82687486470823,,2.85432730849626,,,-0.673015832370729,0.4989767250468621,,0.677628935759964,0.8367445334241271,,0.0
5.883924577088469,1.121395379594,,,,,,,0.5884730185480379,0.77411226213103,,0.9272227771346828,,
,3.90369702417167,9.75195211756383,0.963229431568168,2.52332912760226,,-0.8883465894705149,-0.5889745146634411,,,,0.41240312339991,,0.0
1.6201369663184395,9.63416426960337,,0.6512391021261109,,-1.02325215893168,,,,,0.492454745728064,,,1.0
9.308149520298901,2.89708700496329,3.7223975686884,5.6829484399705805,3.62308112007988,,,,0.547643316522302,0.113831528131529,0.95295167132969,,,
,6.28701021360663,5.76603888223781,3.05345009207482,3.9899377984256,,,-0.932013283264916,,0.263111145259255,,0.389041785966596,,0.0
,,,,,,,-1.27335491253393,0.0735402243154706,,0.166179163800986,,,1.0
4.9295424411489694,9.94174594281636,6.38029829650946,1.5614374307650802,3.2008573297660297,-0.87435621608604,-1.3454724077206002,-0.9810287059593952,0.055272764397033,,0.979121044057568,,,
,6.99228335634351,,5.15181990115193,3.711009248023181,,-0.867813081763859,-0.9582852618415492,,,,,,0.0
,,,,4.5926429472766905,,,,0.474898465351927,,,0.0713700568724831,0.0308485014564135,
1.29508036369759,,4.57078061829143,,3.97316549842931,-1.5231639359445102,-0.742930146456766,,0.12783768923500302,0.875204160906272,,0.473844238148873,-0.0398624141380681,1.0
9.20453105331096,,9.66595956995588,1.03696437661004,,,,,,,,0.0927103158972797,,0.0
,4.6124775392053206,1.73972139847992,,3.52112974583442,,-1.4281110490365498,,0.263299938467189,,,,0.0014912727292821,
,4.7697940163748695,,3.85223363517692,4.64675528454735,,-0.7718868584215991,,0.845139853410315,0.9504455280912107,,,,0.0
4.16894404408784,8.591114254862589,7.2931069326556095,,3.4433450843682496,,,-1.02828579796946,0.7342613388272691,,0.525448266557182,0.56588534533749,0.0412625449332039,
,2.44448895843994,,,2.5209139762067,,,-1.1245750452303798,0.924063161759668,,0.196276347536612,,-0.0459268058287467,1.0
,4.70081202936333,,,2.43950050044515,-0.5216183466071149,-1.15205373280119,,0.28706365772875103,,,,0.0381823335773195,0.0
,3.73987053733463,,1.39773644563941,4.18928769664132,,,-1.43781859849808,0.31342246794688394,,0.8253847400514409,,-0.0333384544619605,
,,9.858465574632259,,2.56435087659806,-0.570641600125364,-0.6873188973448942,-1.3063903791278,0.5028765292061039,,0.177217044610487,,-0.0125436458997938,1.0
,,4.78425987254453,,4.27733507573458,-1.74701130674529,,,0.15678640552793202,0.668761368074704,,,,1.0
,8.756440143783111,,1.47136594086484,,,,-0.587614403282548,0.26764770347871697,0.60151322813736,,,-0.0186147721938885,
6.54759097291661,,,,3.37325430997789,,,,0.572288873956609,,0.36243182545831104,0.4435055032456189,,
6.99271740523127,,,,,-1.6609909610566598,-1.00642460140811,,,,0.9502314441411288,,,0.0
,8.7773225319069,,7.37731331942909,,-1.41706132471856,-1.36497966564241,-0.551778170232312,0.20332418601514105,,0.585446180034496,,,1.0
5.395242060457902,2.52500279672829,,1.8503111627807,3.51371542555432,-1.64873360589055,,-1.01742976848864,0.902785634480676,0.7418188802257679,,,0.0369202636684662,0.0
,,8.09793259524194,0.6943335264716761,3.98290466616426,,,,0.7069049314554019,,,,0.0297254686351585,
0.620791458329698,3.8861153839885,3.48139666200285,7.1493896869702604,3.0015985750440604,-1.01101383984268,,,,,,0.464412863023081,-0.0441005278435516,1.0
6.1391004612681295,,9.714983206143499,,4.70787581395631,,,,,0.87206610941584,,,0.0698650664749898,
0.79941739329648,,,7.36663263625831,4.27099699334098,-1.16031610146989,-1.5854915249469,-1.5251893669241898,,0.606405174883716,,0.216937708037529,,
8.6858680738135,9.86622778926545,1.61047705652755,,,,,,,0.6003243013014999,0.304135251399593,,,1.0
6.60366576040692,,1.41764811441001,7.0186155200403295,4.82504711472541,-1.78615312672522,-1.39035780577785,,,,,0.6779373220923289,0.0246789934200736,0.0
0.963012897252594,2.34084207519351,3.0953580747246896,7.06025651788237,,-1.11195316531814,,-0.813115428594686,,,0.213265232755212,,-0.00836198213825432,
1.77073545009691,1.44277571096985,3.54282271155692,6.45002259388071,4.2039256447191296,-1.35252356205531,-1.08421365977415,,0.7143571139679019,,0.99590436051356,0.07339755180143401,-0.0201303127636621,1.0
7.202260023744861,,2.41094795340126,,,,-0.8551791108129659,-1.50410633257119,0.44252560116247497,0.5859689617363921,0.3768247126167829,,,
7.75644778266184,,,,5.8141286321860814,,-1.99515651150157,-1.95310825892416,0.492671094780592,,0.106596212917292,,,0.0
,4.68717755219956,,4.34275113440043,4.14117980512446,,-1.48689717449822,,,0.6147764734237939,0.227677147861167,0.60561942269127,0.0208877280751195,
5.597963360110412,,7.35216762189282,6.1676915017292,,,-0.5416016357323039,,,0.165869057577095,,,0.0223952505773172,0.0
,5.40194926032665,4.576657506621999,1.72143659980415,,,,-1.72923246483603,0.6909583021570539,,0.14801388076134395,0.35495188612867995,,0.0
3.70273254082326,,,,4.37616195559445,-0.7739880880640819,-1.83024891200468,,0.4055603428655421,0.23878782859231895,0.338545535757809,0.276557875647505,-0.00815432244364289,
5.14003420015087,6.94345236222883,3.64955524099794,,,,-0.8500562336252769,,0.520336739742599,0.9546239727474408,,0.241332808310434,,0.0
2.81969534496395,2.20759266874621,,,,,,-0.6907157454247591,0.44850425118411,,,0.5105933494690179,,1.0
,6.31489934836146,,,2.76800179277418,-0.8041314631568042,,,,,,,,0.0
7.158135734757191,,,,3.2654499072398697,,-0.7033132062339219,,0.8639898323854591,0.45587337759923,0.8939173971325741,0.626653451115388,,
,,,,,-0.971222970948974,,-1.23609025390083,0.142058635645678,,,,-0.0160816593720254,1.0
4.37148062785161,2.2471303927729105,9.102732921742929,6.0966331594283,,,,,,0.35713792961795204,0.445596120864764,0.429529908101734,0.0275809571512761,0.0
,1.5027233567433995,,,,,,-0.6992117882648249,0.362145060335182,0.276871591155467,0.911797438890418,,,1.0
2.14767387029224,7.619567556323769,,7.54144800118449,3.40597683022977,,,,0.0993781126234878,,,,,0.0
4.01600414844662,,5.345373293900621,6.94344302555618,,-0.5359940111666099,-1.37581686678932,,,0.30035604082699896,0.251774854631537,0.559975959905713,,
,8.916494773952289,8.4544175440255,,3.84697854717612,,,,,0.268799412281576,0.9148007432670152,,0.0688618828935464,
4.18974621620022,,,9.015251675144214,,-0.921580664112524,-1.3983206825474297,-0.52280828440449,0.992675230398754,,,0.8158906607027142,,
,,,,,,,,,,0.531459323177665,,,0.0
,,,,4.493907996526099,-1.3336379947826498,,,,,0.53491911305815,,,0.0
,8.804027957897521,3.8742828620757903,,,,-0.953566120708885,-1.62122438075434,,0.923594204394413,0.238880681291588,0.6601561950943671,,0.0
1.63644636946904,7.111274929384838,,7.86896678608176,3.95238762440008,-0.7964614355039319,,,,,0.41319817463551,,0.0371536475253607,
8.78947744334902,,5.74326648878667,,,,-1.20927245840771,,0.672956379539312,0.260672922581385,,,0.0474572227958994,
,5.681243760721282,,7.37880891867785,,,-0.970573854243895,,0.101587564930458,,,0.0944584545677365,-0.0520844960857753,1.0
8.830767394764221,1.14070901437256,2.10802818127054,,3.7394939797580897,-0.918592066788638,-1.49278378387208,-1.32811812909737,,0.6652229321508331,0.5796129440052851,0.447363789374534,-0.0282675925196785,
3.07635054208305,1.6122024145725802,,1.03871679290244,,-1.83679644290106,,-0.547142364813958,,0.972637000993475,,,,
,5.02065394830251,1.57164321212149,4.36205450275495,,,,,,,0.639914445319027,0.8565075911744321,0.0740483881950178,
1.97388496586615,8.51076930200959,,8.199399489187678,,,-1.95635636743777,-0.8726591103710469,0.9660098413927592,0.13441108877818198,0.9709745074794032,0.642528491901297,,1.0
,,4.83293547598019,1.22030155349822,,,,-1.42582304240855,,,0.7742993122259,,,
,,,5.05903517381595,,,-1.1857768054693,-0.589781598007306,0.20548413650575306,0.364221199366051,,,0.0229413354494778,
,,3.7848027225223,0.8069959485496161,,-1.41380237354913,,-1.7473332344939598,,0.902210497059914,0.26015350448830604,0.5320195023681761,-0.0218298928826439,
,1.4066761020187102,,,2.3173012786535097,,-0.660194217317109,,0.317821504225308,0.79585295503149,0.42875333715738495,0.44956252369498295,,
6.07455688030437,0.8391390331735601,,,,,,,,,,,,
0.704366159655643,,3.97026192988839,,4.20261284031484,,,-1.51888018658282,0.14630703873654902,0.213721495221556,,,,1.0
5.59638245632263,,2.9687574876836003,,3.2073436157131296,,-0.528460441062809,,0.973804558487786,0.150412974092896,,,,
6.29273154368286,,4.37582518197253,,1.7228367500373,,-0.5367058096900229,,0.7564324497044979,0.164659539168375,0.638622418599064,0.680593055118957,0.0209599211144629,0.0
,7.96972411975466,3.54681849795228,6.02712105081105,3.26518563465335,,-0.843216368165985,-1.2542405226683002,,0.517582359040591,0.8228662059246609,0.963819324046276,0.0610096646562165,
2.97406026182804,4.00725233831285,,,3.70616889305846,-1.61104366897513,-0.6463371235501371,,0.32516855517292403,0.235628307815264,0.177919439190642,,,1.0
,8.288354133831051,,2.26442524936756,3.9180624451530295,-1.8721550531478897,,,0.164656543712908,,,,0.00790812611724719,0.0
5.544606689738458,9.24608054659891,,,,,-1.50914759232305,,0.2013272872534,0.8436346965190209,0.640253795668724,,0.0493167471559029,0.0
,,2.82580169260759,,3.02652027421557,,-0.532726017090457,,0.3762872466942821,,0.261722272770746,,,0.0
9.73415032277929,,6.81290776030939,9.740368662404359,,-1.94991096787278,-1.7094167115777,,,,0.405062383355745,,0.0905876787011647,
2.3826293577377595,,6.1857990257559,,4.20309527228803,,-1.9999446691773104,,,,0.0728111503370258,0.394783892949119,-0.0225246156791688,
,5.48740446533739,,,,,,,,0.429591973368826,,0.9396218745866,0.0375115455255308,
9.21054259426229,3.85240515842646,,,3.62016663507068,-1.16600240781949,-0.931194690860948,,,,0.620824107966253,,,
0.755820151580742,2.4186655058958,,,3.5817959062203504,-1.64977648946497,,-1.12379350821307,,0.652168426539829,0.414633285305698,0.5353791104749029,,
1.4799391626222398,2.81316423566876,,6.207800387959889,,,-1.8730910602059097,-0.8140655450951659,,,0.20319510268121696,,,
7.586695808243131,,3.39859435821096,2.30893491725938,4.12613408482326,,-0.558657127834251,,,0.923236288176483,0.25810787882883,,0.043384036820306,0.0
8.30616386821909,,1.64834812514386,8.939061871323071,4.87899895965879,-1.81870492144648,-1.53763102905339,,,0.656486701065516,0.455468061998523,0.5950003073897591,,1.0
9.94387284938921,,,3.5623772129184705,3.02630295417215,,-1.18923828802778,-1.24034633028539,,0.6687286897477521,,,,
,6.38451978160398,,2.6974579977015605,4.14268391292006,,,,,,0.5825960292498129,,-0.010774161815405,
3.8006154806001495,,3.22732553336321,,,-1.05774763640939,-1.10427925625845,-1.41605037847104,,,0.29457204589725705,,,
5.27749114685258,3.71405474072427,8.0200383825982,4.77823800981326,,-0.698337231626653,-1.49061715333154,,,0.889052763775253,,0.0738732315049123,0.0527917120332516,0.0
,,,4.793257679278018,3.24655520414917,-1.1827411192988602,-0.723060397409182,,,0.437903285349146,0.256210288742925,0.7774025592643221,0.0162769514778198,0.0
9.230152150837881,5.894494058226861,,,4.01040593589968,,,-1.16940669979219,,,,,0.0381601677265838,
,,7.155654065152018,,,,-0.782555217547715,,0.708863383689444,0.0676045046450628,0.5692082390366379,,0.0196426862282805,
5.24096841047223,4.26974195130139,,,5.11233836979212,,,-1.66104608503388,0.545478554603289,0.514331430072252,,,,
3.058101969139729,,,8.948209067389929,4.56877551700666,-1.0131449923844,-1.66123051884199,,,0.978279207998208,,0.906382774840293,0.0643133019308343,0.0
1.7911062535808102,2.57486328691745,,8.87217600925962,3.2613551816695803,,-0.584395511201304,,,,,0.340939579682357,-0.00469565289850323,
,,,,3.26426726323053,,-0.71969652880322,-1.62437106608729,,,,,0.0467293181591702,0.0
,4.41027879739956,1.4985235680426,4.6293164698625,,-0.7320468417278371,-1.4805860487782698,,,,0.619764233159709,0.319014104039985,,1.0
4.61856215030721,9.16332223702667,,0.8962736512189259,,-1.01431968290873,-1.29642405553075,-1.16381363405911,0.681177836261954,0.300451475044847,0.999126849308927,,0.036214872274372,
5.9813658748690415,6.047618971430238,,6.90066433456113,4.15026728412826,,,-1.17235576673117,,,,,0.0444567450964613,0.0
,,,4.12882976891136,,,-1.14729064673978,,0.54971694312228,0.13246120876682,0.0830680659609265,,,
9.90395614511673,1.5454697376051298,6.86842899940866,3.01854829938472,4.45682610309594,,-1.7879659568818402,-1.80018192138007,0.5276171653433229,,0.103069152442679,,-0.0339893829114669,
6.317893488155921,7.42277004627458,2.6660835845806803,0.8802291219448208,,,-0.587298034021817,-1.32793497818232,,0.319328096985162,,,-0.00690357964420556,
,,1.50534047065714,,5.450530865847192,-1.70061725620565,-1.75046441257779,,0.524643052553373,,0.341924230327466,0.92835200537377,,
5.50412113483397,6.40889305893232,1.51917632760959,,,,,-1.71215258668766,0.518974363396515,,0.263348203130821,,,
,,6.22890078024846,,2.27683792095976,-0.581826397603773,-0.93000581962869,-0.7650057037272951,,0.8744676719907559,0.222527254653554,0.7102601264864259,-0.00706494852297159,
,,9.117890318310641,5.2611471727752805,,,,-1.7418864949406898,0.852458850654049,0.7250527987102791,,,,
4.19090299704125,,,4.491600567807692,,-1.93988838017328,-1.75545759752786,,0.18003711865292002,0.9616990343106558,0.21635423535057705,0.267772407310834,-0.0280445969214645,
5.3367334757569,,,,,-1.5710934956558302,,,,0.313984278751484,,,-0.00426884341478404,1.0
,3.5516332065247,,3.39821237204586,4.56383796251735,,-1.28596420809143,-1.51145728712373,,0.19671880014094095,,,0.0282243665502975,0.0
,1.17717381363674,,2.39236225079037,3.1302499780126203,-1.78378052696091,,-0.6300250036852321,,,0.410954697636007,0.263620106077038,-0.0478711012818677,
,5.42317517697811,,2.7320515433848103,,-1.5969327101771995,-1.77833974411044,,0.28870532458000003,,,0.0656878039053502,,
,,9.28242806928405,,4.20040335226475,,-1.4315244915900502,,0.723669424481978,,0.881988619322288,0.581576896780215,0.0206371792529371,
7.254321604946232,5.406391315797019,,,4.40063114408711,,,,0.627516247115114,,0.0896463984523446,0.5515296397133821,0.0404158858179756,
,9.50289034718211,,,,-0.690638720922312,-1.2174914736886395,-0.511810436099674,,0.3378778160236829,0.473904863145719,,,0.0
,,,3.8124388889884,,,-0.7247079014910379,,,0.9313042616833228,,,0.00167495652876454,
,0.682375493277411,,2.58491963718706,4.5906223311051,-0.948140811543248,-1.9885377366836,,,0.7484866896508409,0.7470316487657571,0.4557255416402271,-0.008235669493676179,1.0
,,6.17186035137521,4.93257527791876,,,-1.61943783290846,-0.8112209300054469,0.841568733585062,0.345721623201292,0.196161311099738,,-0.0332046669694023,1.0
5.002147007481059,7.1344523860649804,2.99354874964787,0.604253163590794,,,-1.0462186839406,-1.4083475460911998,0.834366847676151,0.743847865314655,0.5920991486088281,,,
,3.47154133920969,,4.90911738628125,3.37344834495072,,-0.917193901468162,-0.7879977812473309,0.4195644045218421,0.948085068899985,0.218269035206792,,0.007328712326642459,0.0
3.37770557162301,,,5.181456560313981,4.6844539334733,-1.45033175899636,-1.87043530857429,-1.3636868659026498,,,,0.6953669891715101,,0.0
,9.98004009191648,,,,,-0.8226673221351459,-1.15957774741671,,0.541881676700832,0.762509465765641,,,
,8.13480869964097,2.953979984947241,,3.5653523459516,,,-1.6542808376356,0.198239971607092,,,0.39296607605435,,
7.676118886828671,3.00774313052127,,9.238644851625802,3.56821524550145,,-1.85929553427922,-0.8524285075923079,,0.8066397468483371,0.846788393952263,,,1.0
,,,9.5466466150608,,,-1.62667530635099,-0.954905876301322,,0.635128434998039,0.830500437218528,,-0.0202733286744058,1.0
,3.39082856592861,2.3185650636886,,3.4814639841537005,,-1.56858921876018,-1.14898225160664,0.980665560799205,0.49557052792795,,0.306404127649344,,0.0
3.3958794247579505,2.15979209675004,,,3.71130552997191,,-0.970514035946946,,0.353863374554489,,,,,
,3.7739971311246,4.25202166638768,1.42144989168465,2.7418441003553,,-1.07186674881987,,0.27397365360854503,0.7960685617950591,,0.7389294343689141,0.0173926840764459,0.0
4.24181173022672,,7.58372675672809,,,,,,0.7602588741733121,,0.229531671426409,0.69022699496732,0.0416083819986652,
,,,7.9907722865282595,,-0.923721301798592,-0.591217530913127,,,,,0.327153024628315,0.0825517794793404,
