number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
,,,,,,,,,,,,,725.72291043721,,,,,,,,,117.31111111111099,136.769981240206,,1.7169364988621203,,,,,,,,,,1.5192533507299502,,11338.571000000002,,,,,,,,,,,,47.7801250230912,,,,,,,,,,,,,,10.5187483692244,,,,399.97342,,,,,,,,,1.53846077641789,,0.755555555555556,1.15470053837925,,36.0
,,,,,,,,,,63.90409008867579,,,,,1.55321870407659,,,,,,,,,,,1.57196681160678,,,,,,,,,,,,,,,,,,,1.20088590631532,,138.63,,57.64567251754461,,8.1524,,,1.28377297086312,,,,1.59793442622951,,,,,,,,,,,,,2.6,,,,,,,,1.2,,68.2
,,,,,,1.3720502688377698,,,,,,,740.3993327137331,,,,,661.026666666667,,,,,,,,,,,,,,,,,,,,,,,,,33.1487827641917,,,,,,,,8.1524,,,,,,,1.62826666666667,,,,72.414176,,,0.87197627698413,0.7773228326302691,,,,,,,,,,,,,,,89.5
,,,,,,0.5807083038648531,,,,24.194615469474893,,726.9,,,,,,,,,,,,,,,,,,,14368.0,17108.6666666667,,,0.519049690188679,,,13011.333333333301,,,,,,,,,,,,,,,,,,,,,12.35,,,,,,,,,,,,,,,,0.636514168294813,,,,,,6.5
,,,,,,1.0886917193282,,,,,,,723.834549741983,,1.07888656120767,,,,,,,,,142.087778762351,1.0689623161853,,87.0,,,,,,,,1.03672916738966,,,,,2941.96335941889,,,,,0.8003209368814009,,,81.25714285714291,,,,,9.34648938333199,,,,,14.8285714285714,,,,,,,,,,,57.633073837858106,,,,,,1.05492016798614,,,,,,6.5
,,122.768105177665,,,,,,63.02392527918779,,6.286007873850889,,790.490558375634,835.0635886697162,,,,,,,81.3580954647892,,,,,,,,,,,,,,,,,,,,,,,,,1.03055647976785,,,,,,,,,,,,,8.49319796954315,8.45103543951864,,,,,,,,,,,,5.0,,,4.9064019841024,,,2.0,,0.8164965809277259,,0.058
,,,,,,0.736556197820323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533409931827188,,8167.656666666669,,,,,,,1.03652359316596,,53.3,,,,,,,,,,,,8.40991478355558,,,,,,,,109.0,,,,,,,,,,,,,,2.73
,,,,,,,,,,,,,,,,,,,,,,154.736842105263,,,1.06116382902739,,,,,48.2884339483649,,,,,,0.9628931130204748,,3523.15789473684,,,,,,,,,101.0,,,,,,,32.7677149061622,,,,,,,,,,,,,,74.4736842105263,,58.5662018573853,,,,,1.05790542470367,,3.0,,,,1.9
2.0,,,,,,,,,,10.409126865850698,,,,,,,,,,39.213956380350105,,,,,,0.5964393374344761,,,,,6207.5,,,,0.6919514671549809,,,,,,,,,,,,12.2,,,,,,,12.7839919108096,,,,,,,,,,,,,,,,,,,,,,,,1.375,0.5,,3.85
,,,,,,,,,,,,683.53,,,1.09254557207714,,,,,,,,,,1.08250840301912,,,,,,,,,,,,,4045.4666666666703,,,,48.3933333333333,,,1.05027641307261,,,,,,14.263333333333302,,12.3893552420259,,,,,,6.43842803450932,,,,,,,,,26.8833333333333,,,,,,,,0.747683113348576,,,,,5.56
,,,,,,,55.9231968,,,,,,,,1.53582016232773,,,,,415.88162509751504,,126.35,,109.609218075732,,,,,,,4810.5392,,,,,,,,,,,,,,,0.7636312032094801,325.63,,,,,,6.7245157905181205,5.43011298171687,,,,,,,,,18.5362283982626,,,,,,,,,,,,,,4.0,,,,20.4
3.0,,82.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9734947292238142,,,,,,,105.43,,,,,,,,,,,,,,,,,,4.46877623069225,,,,,,,,39.4795,,,,,,,,,,,,,4.5
,,,,,,,,,,61.54419462356629,,,,,,,,227.026218097448,,,,,,156.147302692659,1.70708019085757,,205.0,,,,,,,,1.41072682359599,1.24116657059004,,,,,,,,,,,,,,,6.15366666666667,7.96674013921114,,,,,,,,,,,14.9397707821169,,,,,129.463273781903,146.472835822938,,,,,,,,,,,,133.6
2.0,,,,,,,,,,,,736.4333333333328,,,,,,,,,,,,151.18879065954,0.689670928357027,0.659711615178473,,,,,,,,,,,,2512.3333333333303,,,,80.2,,,0.6606498759464289,,,,,,,,,,,,,,,,,,23.832750575626,,,,,,,,,,,4.64158883361278,,,,,,,4.84
5.0,,,,,,,,,40.8682185919034,,,,,,,,,,,,,,,120.320256643833,,,199.0,,,71.73102536559759,,,,,,,7872.571,,,,,72.112875,,,1.25768708620848,,,,,,,12.16925,5.42163381715201,4.92825579623878,,,,6.8695,9.25396247236826,10.1716051062504,,,,,,0.962277767624877,,,,,,,,,,,,1.225,,,4.86
,,,,,,,130.386,,,,,1006.00870866875,,,1.5362002181516798,,,,,335.697458245009,,112.246490586122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4799414543277205,4.8868604891075,,,,12.2560652385245,,,,,106.432530104451,,,,,,,1.55711309805765,,,,,,72.0
3.0,,,,,,,,,,,,,,,,0.9113251896153892,,,,,,,,130.708054570012,,,,,,,,7720.111111111109,,,,0.7923424473991129,9990.0,4440.0,,,,67.67777777777779,,,,,,,,,,,28.7928158520993,31.4947350567461,,,,,13.270602431272199,,,,,,,,,,,,,,,,,,,,,,11.249
,,,,,1.1995407452483,,121.3276,,,,,1072.5166666666698,,,,,,,,,,,,,1.25670056650299,1.2801423147781998,205.0,,,,,,,,,,,,,2738.98698175645,,,,,,,,,,,8.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5
,,,,,,,,,,,,,,,,,,,,,,,,123.85319434233601,,,,,,,5781.5,5847.0,,,0.6899992600031589,,,,,,,,,,,,,,,,24.65,,23.5902522241709,,,,,,7.15,7.07666472806713,,,,,,,,,,,,,,,,,2.0,,,,1.55
,,,,,,,,,51.96882778610341,,,,,,,,,,,,,,136.126003095455,,,,,,,68.66523963909161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.660028799070161,,,,,,,,,,138.526547498139,,,,,1.36892236074022,,,1.09714285714286,0.43301270189221897,,27.0
,,,,,,,142.9018,,,,,,,,,,,,,,,,153.07732432189,,,,,,,,,,,,,,,3280.97368421053,,,,,,,,,150.0,101.98684210526301,,,,,,,,,,,14.068506198835301,,,,,,,,,,,,,,,,,,,,,,1.95
2.0,,,,,,,,,,82.24165,,,,,,,,,,,,,107.92590050585599,,,0.5167535908014579,,,,,,,,,0.00096540443239629,0.00096540443239629,13308.749,,,,,,,,,,,,,,12.93,,3.0298514815086204,,,,,,12.57,,,,,,,,,11.487085,,11.487085,,3.5,,,,,,,,,
3.0,,,,,,,,,36.9544558044821,,,686.8125,,,,,,,,33.5037474583068,,,,,,0.858813019007277,,,,,,9265.0,,,,,,,,,,,,,0.998271022029487,,,,,,,,,,,,,,12.0999540862306,,,,,,,,,,,,,,,,,,,,,,17.6
,,45.17230193,,,,,,,,,,,,,,,,,,58.357401201561395,,,,,,,,,,,,,,,,,,,,1606.45035715393,,,,,,,,,,,,27.675,,,,,,,,,,,,,,,,,,61.29437168288779,,,,,1.0775563270668,0.591498346769322,,3.6,,,14.0
,,45.757425,,,,,,,,,,1020.25833333333,,,,,,,,,156.833333333333,106.13888888888901,140.606052363417,84.99600732875159,,,,,,,,2644.8494444444395,,,,1.05137603428895,,,,,,,,,,,,,,,,,,,,,,,,5.27076195091468,,,,,,,,,,,,,,,,,,,,,96.5
,,,,,,,,,73.4947350610913,,,689.500952380952,,,,,,,,,,166.34285714285699,,,,1.52832878319943,171.0,,,,,,,,,1.28879541119512,11338.571000000002,,,,,,,,,,138.63,,50.5908607944001,,,9.9487619047619,,,,,,,6.57871376300187,,,,,,,,,,,,,,,,,,,0.7142857142857142,,,110.5
,,,,,,,,,,,,,,,1.53695955961142,,,,,343.86514037125505,,,,,,,,,,,,,1059.40848225352,,,,,,,,,109.735114503817,,,1.35742892856008,,,,,,,5.1432213740458,,,,,,,,,,,8.41891159935983,,,,,,,166.045587888904,,,,,,,,1.02290076335878,,,57.6
,,,,,,1.15246732344712,,,20.2948753343342,,,,,,,,,,,,,105.333333333333,,102.372501156823,,,,,,,,,,,,,,,,932.842385162443,,20.716666666666697,,,,,,,,,,,,,,,,33.0883333333333,,19.443320832614997,,,,,,,,,,66.1607889916679,,,,2.65640247988667,,,,,,,34.0
,,,58.637101736491786,,,,,,,,,,,,,,,,,342.143134119974,162.8,,,,,,,,,,,2925.95442503269,,,,,,,,3598.71171053164,,,,,,,,,,,9.3044,5.26792660973921,,1.33881902928479,,,,,,,,,,,,,,,,,2.4,,,,1.5890269151739698,,,,,,26.0
,,,,,0.6856944738698622,0.594135946702343,,48.1712066666667,,,,693.333333333333,,,,,,,,21.024641627279998,,,,,,,,,,,,7730.0,,,,0.658718869652637,,,,,,,,,,,21.2,,,,16.9,,,,,,,,,,,,,,,,,26.6666666666667,,,,,,,,,,1.0,0.5,,2.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.4378666666698,,4037.1795995558296,,106.848953333333,35.674469707768395,,,,,,,,7.94366666666667,,,,,,,1.63166666666667,,5.25487504110231,,,14.0645030382706,,,,399.97342,,,136.715052584495,,,,2.3001637959542203,,,,1.0,,,47.4
5.0,,,,,,1.32476730571033,,,,,,,,,,,,,,,,116.091102362205,,,,,,,,,,,,,,,,,,3637.1226055320494,,,,,1.13042757181707,,,,,,,,,,1.38465705322041,,,,,,,,,,,0.251787603223164,,,,165.99044685929,,,,,,,1.0,,,,17.0
5.0,,,64.7517175692671,,,1.0136629781584798,,,,,,,,,,,,,,355.049232570347,,,,,,,,,,,,,,,,,,,,3585.9286146836603,,112.053635714286,68.2704425880767,,,,,,,,8.9644,,,,,,,,,,,,,,,,,,,137.94338067951298,,,,,,,,,,,7.0
2.0,,,,,,0.669665435253859,,,,32.1763993042951,,,,,,,,,,,,,,184.123767002177,,,,,,,,,,,0.6862819526913541,,,,,1164.95574996435,,,,,0.624228840574212,,,,,,,,,,,,,,,,,,48.989794855663604,,,0.16438888300157198,134.0,,,,,,,,,,,3.525,,,1.27
,,65.38951202,,,,1.41406772288189,188.3839,,59.63684023487989,,,984.588266666667,,,1.89368934492352,,,,,356.936707884832,,112.47866666666701,,89.2031601518088,,,,,,,,,,,,,,1579.23786666667,,4474.46368329211,,,33.0288245525688,,1.54867530002015,,138.63,,,,,,,,,,,,,,,,,,,,,52.252490666666695,133.94336956561702,135.447064623389,,,,,,,2.0,,,,102.4
,,,,,,,,26.7796411066667,,,,,,,,,,,,,,,,89.27838746526699,1.86965827443581,1.6548538185934498,,,,75.65300283090771,,,,,,,,1579.23786666667,,,,,,,,,,75.7807,,,,,5.50960143939674,1.16938972549922,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6
,,,,,,,,,,,,,,,,,,,,70.99441162255421,,,,160.086057121073,,,,,,,,,,,,,,,,634.541881347223,,,,,,,,,,,,,6.87696014336894,,,,,,,,,75.2285714285714,,,,,89.0,57.4571428571429,,25.08737384683,,,,,,,,2.05714285714286,0.5,,0.92
,,102.85376623376601,,,,,,,,,,821.2792207792212,,,,0.420459466561634,,,,,,160.428571428571,131.935590346199,158.47406595734802,,,,,,,8421.0,,,,,,,,,2421.70021496999,,,,,,,,,,,,,,,,,,,,,,61.84675324675321,6.07618301238533,,,,,,,,,,,,,,,,,,0.66
,,,,,,,,19.001591376912398,,,,,,,,,,,,337.928746248855,,108.63977746870701,,,,1.46709316606506,,,,,,,,,,,,,3322.16554395447,,,,,,1.38270603676642,,,,,,,,,,,,,,,,,,3.5790084201332903,,0.339767082965526,,,,,,2.0,,,,,,,,,,
,,,,,,,151.2596,,,,744.06,,,,,,,,,,,,140.176567642299,,,,,,,,,,,,,,,,,3902.414788163711,,,,,,,127.05,,,,9.3624,,,,1.30110364652006,,,,,,,,,,,0.255874896425978,,,,,,,,,,,,,,,
,,,37.8248264801043,,,0.431701394709566,,,,,,,714.827671540491,,,,,,,,,,,,,0.468170623308091,,,,,4220.0,,,,,,,,,,,,,,,,,,,,,,33.831346411279604,,,,,,,,,,,,,,,14.25,,,,,,4.72870804501588,0.6869615765973229,,,,,,16.98
,,,,,,,,,52.70603000000001,,,,,,,,,,,,,117.08839779005501,,,0.54962173214137,,,,,,,6642.581667955799,,,,,,,,5978.2425911602195,,,,,,,,,,,,,,,,,,,8.071,,,,,,,,,,,,,,,,,,3.0,,1.5,,2.5
,,79.95735036857141,,,,,,,,,,,,,,,,264.167142857143,,,,,,,,,205.0,,,,,5326.60414285714,,,,,,,,,,,,,,1.15614988896064,,,47.0462339087838,,,,5.11356647376675,,,,,,,,,,,,0.943987261139872,,,,,186.336217185713,,,,2.1942162462567,,1.6088175094007098,,,0.5,,79.0
,,,,,,,,,,40.44784,,,,,,,,,,,,,,115.17812292271499,0.565423118149571,,,,,,,,,,,0.512201968077783,,,,,,,,,,,,,,,,,53.0471488394994,,0.504995733206567,,,,,,,,,86.9482604771366,,,86.0,,,,,,,,,,,,,,
2.0,,,99.972668033318,,,,140.2209,,,60.7174307707587,,,,,,,,,,93.40083979815172,,169.5,172.85832349065498,,,0.578717978916037,,,,6.0621778264910695,,,,,,,15370.0,,,,,,,,,,,,,,,,,,0.6861357501305589,,,,2.75,,,,,,,,,,28.0,,,,,,,,0.0,3.0,,,0.168
2.0,,,31.6924419093891,,,0.484466070125568,,,,38.700133268057606,,,,,,,,,,,,,,114.437377960082,,,,,,,,,,,,,,1216.66666666667,,,,,,,0.555107266367114,,,,,,,,,40.6154810044568,,,,24.4,,,,,,,,0.693147180559945,,,,,,,,,0.6615632381579821,,,,,,7.83
,,,,,,,,,,44.1009432511138,,,,,,,,,,,,,,,,,,,,,,,,,1.21828823769393,,,,,,,,,,1.1581435970046898,,,,,,,,,,,,,,,,,,,,,,399.97342,,,,,,,2.05822021150936,,,,,,,87.0
,,,,,0.636187318942073,0.45476239876152,93.30062,,,,,,,,,,,346.517,,,,,,,0.6928115635333579,,,,,,,17409.5,,,,,,,,,,,,,,,71.6,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,5.6
,,55.876094161756804,64.8126619740323,,,,,,,,,,,,,,,,,,,,,,,1.5841737931012698,205.0,,,,,,,,,,,,,,,,,,,,138.63,,,,,4.53469416175683,,,,,,,,,,,17.747413171233198,,,,,,,,,2.08569898232458,,,,,,,,,118.0
,,,40.4044681054749,,,,,,55.0886010190076,,,,,,1.58212259325959,,,,,,,,,115.832876000087,,,,,,,,,,4199.04681901734,,1.21197036755131,,,,2978.90556729966,,78.9966666666667,,,,1.20941464258122,127.2,,,,38.88,,,,,,,,,,,,36.4481055219327,,,,,,,,,,,,1.58678470752805,,,,0.6324555320336761,,11.43
,,,,,,,,,,,,,,,1.09123900950458,,,,,,,143.105263157895,,,,,83.0,,,,,2637.8947368421,,,,,,764.210526315789,,,,,,,,,,,,,23.946666666666694,,,23.967051619000397,,,,,,,,,,,,1.04058055898333,,,,,,,,,,,,,,,3.0
,,,,,0.6898511687959961,,13.94638,,,6.574386580669628,,,,,,,,,,,,,,,0.642479175495818,,,,,,,,6426.4165753552015,,,,,,,,,,,,,,,,,,16.1,12.533333333333301,12.0299625934581,,,,,,,,,,,,,,,17.6533333333333,,,,,,,,,1.0,,,,6.7
,,,,,,,128.2426,,,,,,,,,,,,,,,,,85.03161709515359,,,158.0,,,,,3276.79514285714,,,,0.8285585211274041,,,,3831.0851961365997,,,,,1.28520320008435,,,,,,,3.992571428571431,,,,,,,,,,,,,,,,,,138.22503864365498,,,,,,,,,,,21.7
,,,,,,,,,,,,,663.751809830507,,1.28183912710486,,,,,,,,,,,,,,,,,,,,0.771702225515271,0.584672398984906,9778.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7021997707892,,,,,,,,,,,28.9
,,,,,,,,,,,,,723.534350599493,,,,,,,,,,,145.106844027389,,,,,,,5184.77557142857,5608.578625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9966775,,161.34459302033702,,,,,,,,1.19,1.12485826771597,,
,,,140.642050943166,,,,,,44.65575,,,,,,,,,,,57.701018353231895,176.5,178.705,,178.683981387416,,,7.0,,,,,,,,0.650852042307105,0.349274095020116,10110.0,,,,,,130.222885853447,,0.680832042713691,,41.3,,,,23.85,,23.752894560453,,,,,,,,,,,,,,,,,,,,,,,,,3.78,,,0.028
,,,,,,,,,,,,,,,1.37355214730732,,328.6,,,,,104.833333333333,,101.985998722715,1.3675262229145402,1.03675786031018,,,,,,2537.53333333333,,,,,,,,,,,,,,,,,,,,36.2658333333333,13.6000371104157,,,,,,,,,,,,,,,31.3333333333333,,,,,,,,,,,,,28.6
,,,,,,1.56410429930239,188.3839,,68.2705625400734,,,,662.5147025866902,,,,,,,,,,147.084965061669,,,,205.0,,,,,,,,1.2782804205505,1.14357341778648,11848.571000000002,1580.41994117647,,3992.75500569861,,101.277176470588,,,,,138.63,75.0769411764706,,,6.1103333333333305,,3.59803840269293,,1.50609492247971,,,,,5.08015106442419,,97.54348352941179,,,,0.849828577079393,,,,,2.0,,,,,,,1.03529411764706,,,99.3
,,,,,,,,,,,,,,,0.0,,,,,,,,98.0,,,,0.0,,,,,,,,,,,,,0.0,,,72.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,5.0,,,,,,,,0.0,,6.0
,,,,,,,,,,,,,690.4116349793311,,,,,,,,,,,159.672941373701,1.87741674148014,,,,,,,,,,,,,,,,,,,,,,135.97,,,,12.6602857142857,,6.99526180753436,,,,,,,,,,16.7592317135497,,1.1303039304443998,,,,,,,,,,,,,,1.49829835452879,,33.5
,,,,,,,,,,51.7706747615034,,1002.10076923077,,,,,,,,,,,,,,1.3920948991171205,,,,,,,,,,,,,,,,,47.1823579896103,,,,,,,,,,5.02711324589412,,,,,,4.876480435724111,,,,,,,,,89.21645692307692,,164.508884152191,2.4,,,,1.5890269151739698,,,1.05384615384615,,,75.0
5.0,,,,,,1.29321960062216,,,,,,972.935714285714,,,,,,,,305.87821130813,,,,101.439430348685,,,146.0,,,,,,,324.684507581729,,,,1279.59171428571,,2855.83397179481,,,,,,,,,109.86402424815901,,,,,,,,,,,,,,8.13937108605068,,,,,57.1352628571429,,,,,,,,,,,,,18.0
,,,,,,,,,,,,,,,,,,,,,,,67.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,15.0
,,,,,,1.5795126027183997,,,,,781.46,,,,1.55451159350102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25150124263461,,,,,2.44457142857143,,,,,15.4464736105108,,,,,,148.97819776946997,,,,,,,,,,,,
2.0,,,,,,0.43438850276114,,,11.9799807,,,,,,,,,,,,,,,,,,,,,15.1437706380255,,3005.8295964125605,,,,,,,,,,,,,,,,,,,,,,,,,,7.69551569506726,6.05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.30243249685602,,,39.445874564952895,,,,,,,,,,,,,,,94.4765377666538,,,,,,,,,,,,0.860512507438098,,2204.75510374136,,,,,,,,,141.0,,57.644743038719504,,8.0144,,,,,,,,,,,,,,,,,,,,,,,2.06872634176636,,,,,,,74.0
,,,,,,1.73973304827198,,,45.67376006989922,,,,,,,,,,,,,,153.138260220282,84.7923291716666,,,,,,,,,,42.7769976618626,,,,,,,,,,,,,,,45.659106582245904,,10.487,,5.63139228513135,,,,,1.44588235294118,,,,,,,,,399.97342,,,,,,,,,1.47729705012725,,,,,21.0
,,,91.40345809755293,,,,,,,8.14084865757024,,,,,,,,,,15.183290741798999,,,,,,,,,,,,9352.1925,,,,0.667977220725818,5326.0,5959.1925,,2659.75715441161,,,,,,,,,,,,,,18.136703158776506,,,,,1.54560308258262,,,,,,,,,,,,,,,,,,,,,,1.57
,,51.4309753846154,,,,,121.3276,,,,,,705.732670800629,,,,,,,,158.8,,,,,,205.0,,,,,,,,,,,1798.12284615385,,,,,,,,,,,,,,,,1.3031954772876102,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,64.8
,,,,,,1.26896295414009,,,,68.1005165493715,,736.0169999999998,,,,,,177.69275,,231.768626998997,,157.86125,,,1.70282262491699,,,,,,4926.9048333333285,,,,1.4335098270533402,,,,,,,,,,,,,,,,,,,,,,,3.24725,,,,,,,,,,,,,2.8333333333333304,,,,1.70747543516624,,,,,,
,,,,,,,,,,,,,,,,,,,,156.068301840818,,,,118.846452497054,,,82.0,,,,,,,,,,,,,,,,,,,,153.9,,,,,39.6620689655172,,,,,,,,,,,,,,1.08816779186945,,,28.9865869364129,,,,,,1.03972077083992,,,0.6896551724137929,,,7.3
