number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
,,,,,,,,,,,,1011.43914285714,,,,,,,,353.95370752096494,,,,,,,,,65.5796271718588,,,,,,,,,,3402.85619588643,,,,,,,,135.97,,,,,,,,,,,,4.599064116752451,4.64266824231102,,,,,,,,,,,,,2.2133638394006403,,,,,,0.43301270189221897,,2.8
,,,,,,,,,68.00989707818711,60.1077782680849,,,,937.648622889165,1.54798878756205,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,6.4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0
5.0,,,,,,,,,,44.205741023327896,,,,,1.55250636371223,,810.6,,,,,,,,,,,38.65485362095529,69.92281458865911,,,,1074.9034884108999,,,,,,,,,,,85.6016909534629,,,,,,,,,4.54968458544814,,,,,,,,,,,,,,,,,,,,,,,1.21509392111425,,,,,80.0
,,,,,1.38675643710796,,,,,,,1012.72954545455,,,,,,,,,,,,,,,,,58.76053097105229,,,,,,1.2927315616676698,,,,3719.63541998494,,,,,,1.38315051284497,,135.97,,,,7.7044,,,,,,,,,,,,,,,,,36.34913818181821,,,,,,,,,,,,,5.95
,,,,77.3005237592481,,,,,,67.88526600230989,,734.86625,,,1.73373682249549,,,,268.47247789836604,,,,,,,,,,,,,,,,,,,,3765.510774967271,,,,,39.8150589613344,,,,,,,,,,,,,,3.24725,,,,,,,,,,,146.612955878592,,,,,2.5533974483335697,,,,,,,80.2
5.0,,,,,,,,,,,738.22,,,,1.5365695799442198,,,,,,,,146.121196729093,,,,,,,,,3015.11927777778,,,,,8958.571,,,,,,,,,,138.63,,,,,4.893141975308639,4.163921519509271,,1.3781104157378798,,,,,5.39368079543579,,,,,,,,,,,,,,,,,,,,,79.9
,,,111.288862819242,,0.692660102540866,,,,3.4749,,,578.7,638.450467929972,,,,,,,,,,,,,,,,,,,,,,0.6771029773957921,,,,,,,,,,,,96.7,,,,,,,,,,,,,2.61269075093093,,,,,,,,,,,,,,,,,,,,,4.69
,,,,,,0.40492824515754106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0924841276181105,,,,,,,,,,0.0812156711898967,,,,,53.665,,,,,,,,,,,,,,,0.149994923610415,,,,,,,,,,0.0665216142537902,,,,,20.3
4.0,,,,,,,,,,52.2165031451085,,1011.5858571428599,,,1.31300802421591,,,,,,,,,,,,,,,,,2941.382285714289,,,,0.7872215417880641,,,,,,,,,,,,,,,,,,,,,,1.7445714285714298,4.599064116752451,,,,,,0.403693221013522,,,,,,,,2.2133638394006403,,,,,,,0.437849568799558,
5.0,,,,,1.39893200380168,1.34700719007376,,,70.96312548794342,,,,,,1.55950355422465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710252033006761,,,,,,,,2.56947031424688,,,,,,2.0,,35.0
2.0,,,,,,,,45.4474,,,,,,883.833213904071,0.672427917277538,,,,,,,,107.66150658429399,,,,,,,,,,,,,,,,5095.0,,,,,,,,,,,,,,,,,,83.3,,,41.65,,,,,,,,,5.0,,5.0,,,,,0.6730116670092571,,,,,3.4
,,,,,,,121.3276,,,,,992.719644238206,,,,,,,,,,,,,,,,,,,,,,,,,,2064.2810711523607,,,,,,,,,,,,,,,5.61264637878139,,,,,2.90328692962104,,5.9349448579032185,91.605316,,,,,,,,,,,,,,,1.30843472230096,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,26.242459234352797,,,,4204.9823525316715,,1.04767964834345,,,,1392.95680717913,,,,,,,,,,,,,18.5455,,,,,,,,,,,,,,,,,,,,,,,,0.9215535930586658,,,,,2.36
5.0,,,,,,,,,,42.2216456682258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39018429137881,,,,,,,,5.39298870946592,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5
,,,,,,,,,67.2338347072841,,,1011.49659685864,,,,,,,,332.732551300928,,,,,,,,15.9685863874346,58.6085318021191,,,,874.164786339504,,,,,,,,,,,,,,,,,52.421698826374595,8.1524,,4.6464334920886,,,1.39775367784574,,,,,128.605316,,,,,,,,,,,,,,,,,,,,60.7
,,,60.5152205498845,,,,,,,44.075355244975796,,,,,,,,,,340.69329514875,,,,,,,,,69.92281458865911,,,,,,,,,,,,,,,,,0.7584500733460391,,,,,,,,,,,,2.77983562691131,,,,,,,,,,,,,,,,,,1.25706535058618,,,,0.265720905152642,32.4
,,,,,,,,,,42.223621136174,,,744.894599675854,944.313059038122,,,,,,,,,,,,,205.0,37.87466666666671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46601989019433,,,,,,,0.18119067499912694,,,,,,,,,,,,,0.8,0.268606279400414,62.5
4.0,,,,,,,,78.30455714285709,,24.1479259142922,614.8,,,581.6339309024299,,,,,,,,,,,,,,,,,,,7312.375540299459,,1.37860348542014,,,,928.470617467241,,,,,36.552537782234296,,,,,,,,5.47571428571429,,,,,,,,,,,,,,,,,35.0356960827097,,,,,,,,,,,0.440952123830019,1.19
,,,,,,,188.3839,,,56.6967065681671,,,,,,,764.1,,,,,,,,,,,,,,,3122.4156153846197,,,,1.30720590206602,,,,,,,,,,,,,54.74656427576071,,,,,,,,,,,5.0454025378785,,,,,,,,,,142.312307246602,,,,,,1.4260586884713102,,,,,62.0
,,,71.1749420296574,,,,151.2596,,56.53848611112621,,712.016666666667,,,,,0.950711283478321,,,,343.142600914639,,,,,,,,,,,,,,,1.46412542629597,,,,,,,,,88.14003769328909,,,,,,,,,,,,,,2.87324457843042,,,,,,,,,,,,,,,,,,,,,,,71.0
,,,,,,,192.981,,,,761.05,,,936.8350211716388,,1.00404285747482,,,259.436458180675,341.403817179202,,,,,,,,,53.661490433602,,,3194.06861038961,,,,,,,,,,,,,,0.8739832121748179,,,,,7.21533333333333,,,,,,,,,,,,,,0.707297175911024,0.367265959731868,,,,,,,,,,,,,1.15470053837925,,50.0
,,,,,,,,,,48.154013583857896,,,674.941065805399,,,,,,,,,,,,,,205.0,,,,,3102.88237468753,1188.10866458224,,,,,,,,,,,,,,,,,,,,,,,,12.878,,,5.380131880696652,,,,,1.00842686439913,,,,145.597274311758,,,,,,,,,,,,47.0
4.0,,,,,,,,,43.8233541228786,44.2972802381046,794.0,999.47355784222,741.629348855485,,,,,,311.743492313793,342.790796153523,,,139.000513752081,,,,,22.918615528531298,,,,,,,,,,,,,,,,,,,127.05,,,,,5.317728094792638,,,1.11209819664271,,,,4.9481552875794,,108.756645,,,,0.33626191578117304,,,,,,,,,,,,,,,,88.0
,,,,,,1.28646663849747,,,,,,,,,1.31161518451967,,,,,,,,,,,,,,,,,,,,,,,,3529.70649741344,,,,,,,,,,,,7.1055,,,,,,,,,5.45536818189203,,,,,,,,,,,,,2.2133638394006403,,,,,,,,24.0
3.0,,,125.977827956658,,,,,,,33.5392991636677,,,,,,0.876350531888516,,,,,,,,,,,,,,,,,7569.561821297141,,0.7924548231373421,,,,,,,,,,,,,,,,,,,,,,,,,7.533093654004309,,,,,,,,,,,,,,,,0.839786050801409,,,1.63299316185545,,5.1
,,,,,,,65.9248414,,,,630.3,,,,,,,,,,,,,,,,,,,,,6549.0,,,1.00543019810284,,5870.0,,,,,,,,,,,,,20.0513987978395,,,,,,,,,,6.6443114767445985,,,,,,,,,,,4.33333333333333,,,,,,,,,,12.5
,,,,,,0.5317468073831729,,,68.92379074061111,,,,,,,,,,,,,,,,,,,74.1379310344827,16.3367343397905,14.3565104945134,,,6026.12359456191,,,0.660034474751597,,,,,,,,33.786661673005,,,,,,,,,,,,,,,,,128.333333333333,,,,,,,,,,,,,,,,,,,1.16631272588191,3.3
,,,,,,,,,,,649.1,,639.882653304494,,,,,,,,,,,,,,,33.7543859649123,,15.7490711153779,,,7715.70476366223,,,,,,,,,,,60.021052594926005,,0.6101933254424871,,,,,10.85,,,,,,,8.5859649122807,,,,,,,,,,,,,,,,,,,,,,,0.86
,,,,,,,134.3606,,,,,,,937.4314553219208,1.5372132220718602,,,,,,,,,,,,,,,76.76839329224049,,,,,1.30896893789833,1.16018536614848,,,,,,,,,,,,,,,7.2244,,,,,,,1.7615734870317,,,,,,,,,,,,,,,,,,,,,,0.43828675005083295,
,,,,,,,,,44.386296801069896,43.847266745936295,889.875,,,,,,,,283.30107990440104,,,,,,,,,40.051948051947996,54.4718964237523,,,,,,1.08956694336562,,,,,,,,,,,,,,,,12.0055,,,,,,,,,,,,,,,,,,,,,,3.08007028824102,,,1.31790661385944,,,1.08972473588517,,28.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.832595855767398,,,,,,,0.65762756137024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5358920767108,,,5.3132928459130495,,,,,,,,1.21
4.0,,,,,,,,,,44.373839247219,,996.3125984251967,,,,,,,,,,,,,,,,,,,,3022.1712047244105,,,,,,,,,,,,85.5258116701287,,,,,,,,,,,,,,,,,,,,,0.33626191578117304,,,,168.301046773239,,,,,,,,,,,,56.0
,,,,,,,,,,,,,,,1.89874796986155,,764.1,,,,,,,149.64600539894198,,,,57.2,,,,,,,1.4848453433213702,1.4224690217213798,,,,,,,,,,0.965159820938461,,,,,,,5.59283932830933,,,,,3.71114285714286,,,,,,,,,,,,168.647154093293,,,2.53460271740491,,,,,,1.72614942479922,,91.5
,,,56.147833018262396,,,,121.3276,,,,761.36,,,,1.54611119220473,,,,,,,,,,,,,,,,,,902.856433502483,,1.28565106735258,,,,2901.11201301959,,,,,,,,,,,,,,,,,,,,5.419458039324598,,90.205316,,,,,,,,,,,,2.3521580450493498,,,,,,0.489897948556636,,81.0
,,,,,,,,,,,,,,,,,,,,,,,191.488903072737,,,,,136.88,14.0,,,,,,,,,,,,,,,,,,,,,,,,,21.7774880390274,,,,,2.35,,,,,,,,,,,,,,,,,,,,,0.768374908491942,3.78
,,,,,,,,,,,,,,,,,,,,331.136506688443,,,133.42531118397198,,1.51953736136792,,,,,,,,,,,,,1286.9187946017098,,,,,33.1487827641917,,1.20088590631532,,,,,,8.1524,,,,,,,1.60512310730744,,,,,,,,,,,,138.658207590002,,,,,,,,,,,78.5
,,,,,,,,,,,,,,773.1793911050299,,,,,187.05231053103802,,,,,,,,,,62.7549798820779,,,,,,1.21045261667018,,,,,,,,,,,,,,,,,,,,,,,15.65,,32.3561302795416,,,,,,,,,,,,,,,,,,,,,3.8
,,,,,,1.23235348183619,,,,,,,,,1.71898929600065,,,,,,,,,,,,,58.24,67.3838506864466,69.1369928113741,,5254.37526,,,1.37512165280649,,,,3641.50154562768,,,,,,,,,,,,11.280333333333301,,3.8439000963452,,,,,,,,,,,,1.2272583179544,,,,,,,,2.37617679756498,,,1.4002487682652198,,,,,18.8
5.0,,,,,,,,,,,,741.678571428571,,,,,,,,,,,,,,,,,,,,,880.280293657353,,,,,,2928.94388742539,,,79.96285714285709,,,,,,,,,,,,,,,,,,4.35965010766053,,,,,0.576258025490393,,,,,,,,,,1.59416669911802,,,,,,42.0
5.0,,,70.560646546108,,,,,,,,,1000.8532767925999,,,,,,,,,,,155.938199338429,,,,,,,,,,,,,,,2071.70700616808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3
,,,,,,,23.115,,9.610179915069232,,,,,,,,,,,90.50370879082293,,,,,,,,,,,,,,,,,,,,,111.2,,,,,,179.3,,,,,,,,,,,,,,,,,,0.455751574904197,,,,,,,,3.3019272488946303,,,,,,,,4.1
,,,96.9188819630578,,,,191.2006,,,,714.028571428571,,,,,,,,,,,,148.12908503027901,,,,,,,,,2847.8038125,,,,1.57286135492011,,,,,,,,,,,,,,52.49966103685221,6.44171428571429,,4.22019490883552,,,1.4584475233208305,,,,,,,,,0.9613737888804929,,,,,,,,,,,1.5012129279284498,2.0,,,,40.0
2.0,118.7115975,,,,,,,,59.77840250000001,,666.65,,,,,,,,,,,,177.808886167143,,,,,,,,,,10883.8871732484,,,,4410.0,,,,,,,,,,63.7,,,,,,,,,,,,4.65,,,,,,,,,,,,,,,,,0.636514168294813,,,,,0.56
,,,,,,,,,43.4716168770852,44.8039276073061,,,700.2097395944701,,,,,844.434782608696,,,,,,,,,,,78.41715373564641,,,,,,,0.564182429340536,,,,,,,,94.16558965681841,,,,,,,,7.01434782608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
,,,60.5152205498845,,,,,,,,,,771.891022146416,,1.55250636371223,,,,282.395259167005,,,,,,,,205.0,,,,,2949.5217692307697,1074.9034884108999,,,,,,3084.72934185263,,,,,,,0.761916049844601,141.0,,,,8.0144,,,,,,,,,,,95.94662,,,,,,,,,,,2.1689435423954,,,,,,,,80.2
4.0,,,,42.6054174665645,,1.15864641056541,,,,75.2194799690394,,,,,,,,,,,,,,,,,,,,,,3608.05218181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24372995923894,,,,,,,399.97342,,,,,,,,,,,,,,11.0
3.0,,,22.600680114002,,,,,,,,,,,,1.07187154588844,0.9914850751845072,,,,,,,,,,,,,,54.735728733616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4070595362652,,,,,,,,,,,,,,,,,,,,,,3.6
,,,67.689302836414,,,1.33253260982635,134.3606,,,,775.175,,,,1.3058248429768602,,,,,,,,,,,,,,,,,,,,,,,,3479.09164682503,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189623799742097,,92.29338,,,,,,,,,,,,,95.5
,,,,,,,,,,,955.966666666667,,,,,,852.5,,,,,,,,,,,47.610503282275715,,57.8982553969705,,,,,,1.22075325129587,,,3730.53462975478,,,,,,,,153.9,,,,,,4.11150979552465,,,,,7.34599562363239,,24.9375910551128,,,,,,,,,,,,,,,,1.72098799625977,,,,,65.1
,,,70.560646546108,35.2621271767871,,,,,46.917666579537,,740.52,,,,1.53695955961142,,,,,340.635907668127,,,,,,,,34.4266666666667,,,,,,,,,,,,,,,,,1.35742892856008,,127.05,,,,,,,,,,,,4.4553048649896,5.639779981524099,89.605316,,,,,,,106.652490666667,,,,,,,,,,,,0.440252452829308,23.0
,,,,,,,75.8032,,,,804.766666666667,,,,1.0842343467943,,,,,,,,,,,,,,43.8659574410752,,,,5956.73424378128,,,,,,,,,,,,,,,,,,16.3433333333333,,,,,,,,,16.2440581444416,,,,,,,,,,,,,3.3019272488946303,,,,,,,,7.7
,,,,,,,,,,,748.1142857142862,,717.771016520288,,,,764.1,,,,,,,,,,,,,,,3235.28307142857,,,,,,,,,,,,,,,,,,,,4.99721428571429,4.90660591140513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,28.6640502029463,700.766666666667,,,,,,,,,,,,,,,,,,64.7679619016137,,,,,,0.6526111494914411,0.686849438342486,9424.0,,,,,,,127.04763413773199,,,,,,,,,,,,,,10.3141176470588,,,,,,,,,,,,,,,3.3019272488946303,,,,,,,1.6109486985446102,5.5
2.0,,,,,,,31.4984,,,,874.85,,,,0.6898177248866589,,,,,,,,138.80201727640699,,,,,,,,,,,,,,6296.0,,,,,,,,,0.690488617565152,24.3,,,,22.2,,21.507905523318602,,,,,,,,,,,,,,,,10.5,,,,4.47213595499958,,,,,,,,
,,,,,,,,,,,,1001.4007656967799,,,,,,,299.61330678059,,,,,,,,,37.97702909647779,,,,,640.177765654808,,,0.818876612916134,,2057.42702909648,,,,,,86.40109605529541,,,,,,,,,3.80319043931996,,,,,2.99540581929556,,5.63762059756816,,,,,,,,,150.832670151527,,,,,,,,,,,0.275650842266462,86.8
,,,,,,,,,,64.6131166384538,,,,,,,,,,210.295605046357,,,,,,,,,53.5249163162976,,,,1339.97470162901,,,,,,,,,,,,,,,,,,,,4.666803348358269,,,,,,4.1758554679117985,3.73665224590971,,,,,1.03022355465281,,,,,,,,,,,1.61610242108667,,,,,106.35
,,,96.8888607219633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9003.44100885879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6186334324963979,,,,,3.66
,,,,,,,,,46.1357666606489,,,,706.521516194931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74,,,,,,,,1.12272028049426,,,,,,,,,,,,,,,4.0
,,,,53.874651837044404,,,106.353238,,,,749.966666666667,,,,1.05978640071496,,,,,,,,,140.084163745774,,,,,,,,4994.4,,,,,,,,,,,,,,,,,,,,,4.4490382132169914,,,,,,,7.414994538096439,,,,,,,,,,,,,,,,,,,1.4142135623731005,,2.55
,,,68.1771187612662,,,,31.775,,,,753.1,,,,,,,,,147.503839377285,,,,,,,,,,,,6021.3936,,,,,,,,,,,,28.0776148809143,,,,,,,,18.32864,,,,,,,,7.988251107119749,,,,,1.3117758782704,,,,25.2091253319111,,,,,,,1.09602515700286,,,,1.19432283742713,11.0
,,,,,,,,,,50.9881984201553,,,,,,,,,,,,,,,,,205.0,,,,,,804.481046872304,,,0.837421356964168,,,,,,,,,,,,73.94,,,,,4.446372922798,,,,,3.3749333333333302,6.21646127229954,,,,,,,0.163219040229069,,,,174.87701140736698,,,,,,,,,,,79.9
,,,66.9899873428582,,,,,,,,773.025,,714.9461836507561,,,1.26744040455898,,,,,,,,,,,,,,,,5844.48985714286,749.188915504209,,,,8958.571,,,,,,,,,1.01232400511734,127.05,,,,,,,,,,,5.58257142857143,,,,,,,0.33626191578117304,,,,168.301046773239,,,,,,,,,,,,93.0
,,,,,,,80.89568,40.44784,40.44784,,,,,,0.6637458803249189,,,,,211.05,,,,,,,,,,,,5415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,8.0
,,,,,,0.653099282182916,,,11.3867,,,,730.4597114146678,,0.6924081627619959,,,,,,,,,,,,,,,,,,,,,,11240.0,,5620.0,,,,,,,,,,,,21.95,,,,,,,,,,,,,,,0.271189373041844,,,,,,,,,,,,,,,2.2
3.0,,,,,,0.927086597282502,89.1745,28.17560625,38.3840398567194,,,,,,,,,,,,,,,,,,,,20.607442021431602,,,,,,1.09720348655122,,,,,,,,,,,,21.7,,,,,,,,,,,,8.134167989959941,,,,,,,,,,,,4.0,,,4.34930677376681,,0.634998549955844,,,,0.8644326173855309,7.5
,,,,,,,,,,,1047.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.028247396011714,,,312.3,,,,,12.006545,,,,,,,10.308312948295699,,,,,,,0.9143409944990748,,,,,,,,,,,,,,,27.0
,,,60.7391827775422,,,,,,,,,,,810.605383558364,,,,,,,,,,,,,,35.3333333333333,,,,,,,1.36674521204719,,,,2654.98289460527,,,,,,,,125.3,,,,,,,,,,,7.65744444444444,,9.857773547865039,,,,,,0.975747324987636,,,,,,,3.0638870628004105,,,,,,,,
,,,155.734656611708,,,,,,,,,713.744827586207,,,,,,,,,,,,,,,,,,,,,,,0.969260883140072,,15280.0,,6826.91171435193,,,,,,,,,,,,,,,,,,,,,,56.3333333333333,,,,,,,,30.346151137976108,,,,4.16016764610381,,,,,,1.24721912892465,,1.25
,,,70.68521224063142,,1.44179246855376,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.0841251114059,,,0.95417365486342,,,,,,,,86.7332260222312,,,,,,,,,,,,,,,,,,,,,,,,,,166.544178897689,2.2,,,,,,,,,,
,,,64.0595567324809,,,,,,,44.034328122485,717.75,,677.234721776554,,1.72718695550247,,,,,,,,,,,,,32.1450617283951,,,,,,,,0.918770253960834,,,,,,,,,,,,,,,,,,1.33344470170282,,,,,,,,,,,0.934516138231404,,,,,,2.3333333333333304,,,,,,,,,0.266845933114052,78.0
,,,76.9619411208109,,,,,,,,,,,,1.7358230563023502,,,,,,,,,,,,,,,,,,,,,,21018.571,,,,,,,71.7694962733492,,,,,,,12.1036666666667,5.71975,,,,,,2.94566666666667,,,,,,,,0.336726039920184,,,141.492611944197,,,,,,,,,,1.7950549357115,,14.0
,,,,,,,,,20.008392912111198,,,668.275,,,,,,,,27.1362649419554,,,,,,,,,,,,,,,,,,6132.3,,,,,,86.76559271276442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591498346769322,,,,,17.0
,,,139.38210857208298,133.24936964247,,,,,45.5735,,,,,,,,,,,78.1229536307992,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.85,,,,,,,3.469,0.15,,,,,,,,,,,,,,6.0,,,0.683314913574166,,,0.0,,0.18
,,,,,,,,,43.8233541228786,,794.0,,,934.3743922936579,1.31500430814302,,,,311.743492313793,,,,,,,,,,,,,,669.556587809389,,,,,,,,,,,,,,,,,,,,,,,,,2.93510955710956,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35.8039833714286,,,,,,,,,,,,,,,,84.0690039889714,,,,,,,,,,,0.995982779568411,,,,3402.85619588643,,,,,99.2699948755666,,,,,,,,,,,,,,,,,,,,,0.403693221013522,,,57.127668571428615,,,,,2.2133638394006403,,,,,,,0.443216444106636,29.1
6.0,,,,,,,,,,,,,,,,,,,,235.59138184494202,,,,,,,,51.225,57.9293151656012,,,,,,1.36635698378462,,,,,,,,,41.9751504823265,,1.10724573372387,135.97,,,,,,6.03136978910383,,,,,,,5.28056996065529,,,,,,,,,,,,,,,,,,,,,43.0
