0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
6.501e-06,1.4069e-05,,,2.7215e-05,1.5809e-05,,-0.031475,-0.031411,-0.029429000000000004,,,,0.0019984,,,,0.003782,2.2988,,2.2972,2.2988,2.2987,2.298,,,,,,,-0.0066107,-0.0065608,,,0.013634,0.013678999999999998,-0.53159,,3.8480000000000003,,,,,-1.5036,,-1.4917,,-1.4918
-2.4125e-05,-8.7018e-05,-0.0001715,7.8888e-06,-5.6686e-06,0.00045566,-0.074438,,-0.07418,-0.19692,,,0.0029306,,,,,0.0068536000000000005,2.2934,2.2933,2.292,2.2811,,2.2798,0.032692,,-0.86816,0.005309899999999999,0.046975,,,,,-0.0072567,-0.0072527,,-0.49357,1.5005,4.3665,,,6.3468,-1.4974,,-1.4969,,,-1.4987
2.3734e-06,2.5889000000000002e-05,0.00010232,,,3.6212e-05,0.019316,,0.019188,,0.024305,,,0.0007735,,0.001347,,,,,2.0247,2.0208,2.0208,,,,,,,,,,0.0045006,,,-0.00028344,-0.80929,,,-0.8276899999999999,,6.6691,,-1.5003,-1.5004,-1.5005,,
,,,1.7848e-05,,,,,0.028860000000000004,,,0.11457,,0.0016721,0.0039188,0.0028347,0.0016144000000000002,0.0053966000000000005,,,,2.199,2.1988,2.1976,-0.006424600000000001,,-0.60155,-0.017879,-0.058195000000000004,,,,,,,0.021388,,,,-0.55575,,6.1371,-1.5036,,,,,-1.4917
,-2.1300999999999998e-05,0.00054162,,4.6679e-05,0.00022331,0.0259,0.025921,,-0.030913999999999997,,,0.002502,0.0014883,0.0070347,,0.001438,0.004581399999999999,,,,,1.7748,,,-0.26721,1.3123,-0.0045363,,,,,0.0060731000000000005,0.0090683,,0.009241,-0.66086,1.0090000000000001,,,,,,,-1.5069,,-1.5004,
,,2.9650999999999998e-05,,,0.0001495,0.02308,0.02308,0.023051,,,0.013655,0.0022232,,0.0037686,,,0.0034051000000000003,,,1.3432,,,1.3493,,,,,-0.34988,1.1107,-0.0024206999999999996,-0.0024142,,0.0045095,0.004621899999999999,0.0038984,-0.6772,2.0742,,-0.68816,,,-1.505,-1.505,,-1.5003,,-1.5006
-2.1848e-05,,,,-4.7967e-05,0.00020168,,,,-0.21173000000000003,,-0.21189000000000002,0.0029614999999999997,0.0017542000000000002,0.0046366,0.0029796999999999996,0.0019172999999999998,0.0054275,,2.2918,,2.2937,,2.2922,0.026260000000000002,-0.058699,,,-0.07601799999999999,,,0.0005105,0.0002523,-0.014244999999999999,-0.014247,,-0.5464,2.0443,,-0.5384899999999999,1.6816,3.7228,-1.5074,,-1.5074,-1.4987,-1.4988,-1.4988
,-2.0186e-05,-0.00017627,-1.7241e-05,-2.3913000000000003e-05,,-0.058476,,-0.058279,,,-0.18108,,0.0016094000000000002,0.003706,0.0027096999999999998,,0.005332,1.9446,1.9445,1.9439,1.9379,,1.9377,,0.053394000000000004,-0.38749,,,1.7574,,,,-0.0048959,,-0.0055393000000000005,-0.5212100000000001,0.42786,,,,9.6267,,-1.5019,,,-1.4948,-1.4945
-1.1232e-05,1.7632e-05,,6.9429e-06,,-0.00034383,,0.020586,0.020544999999999997,-0.044919,-0.044957,,,,0.0031933000000000005,,0.0011392000000000002,0.0031609999999999997,1.2979,1.2979,1.2973,,1.2964,,-0.00069109,,,-0.025313,0.11477000000000001,-2.1472,-0.005539,,-0.005490999999999999,-0.010376999999999999,,-0.0095919,-0.7268899999999999,-0.1215,,-0.6632399999999999,,11.724,,,-1.5030000000000001,,,
-2.2782e-06,7.5843e-05,,,,,0.014872,0.014797,,0.059174000000000004,,0.059549,,,,,,,,1.8827,1.8811,1.8845,,,,0.71235,,0.012802000000000001,,,,,,0.0086756,0.008712600000000001,0.008255,-0.61028,,15.950999999999999,-0.62617,,7.3629999999999995,-1.5063,-1.5063,-1.5065,,-1.4969999999999999,
,-7.8175e-06,-3.4101e-05,6.02e-06,-2.7297e-05,-0.00012476,,,,,,0.0024388,,0.00077371,,0.0012664000000000002,0.00079636,,,1.635,,,,1.6346,0.0048906999999999996,-0.5546300000000001,,,,-1.8888,0.0014343,,0.0014876,,-0.00019602,,-0.7691,12.165999999999999,,,14.046,,-1.5008,,-1.5007,,,
,,-0.00020396,,4.6585e-05,,,-0.11268,-0.11248,-0.12093,-0.12097000000000001,-0.12115,0.0022829,0.0012774000000000001,,,,,1.3635,,1.3623,,1.3717,,0.022050999999999998,-0.25417,,-0.0201,0.20393,-0.22403,,0.0093304,,,,-0.005314800000000001,,,12.058,,1.4377,3.4202,,-1.5022,,-1.4928,-1.493,-1.493
-8.9351e-06,5.524e-06,,-8.3866e-06,,,,-0.027125,-0.027110000000000002,,-0.02072,-0.020671000000000002,,0.00047377,,,0.00049318,,1.1033,1.1033,,1.1047,,1.1046,,,0.40425,,,,0.00080294,,0.00078594,-0.004788399999999999,-0.004789,-0.004712300000000001,,0.8241799999999999,,-0.7136399999999999,,4.1249,-1.5009,,,-1.4954,,-1.4955
-3.3972000000000003e-07,,2.7968e-06,1.7130000000000002e-06,,9.9095e-05,,,,0.013977000000000002,,0.013865,0.0014777000000000002,,0.0017664000000000002,,0.00099737,,,2.1492,2.1491,2.1444,,2.144,,-0.9504299999999999,0.090723,,0.89217,,,0.0043711999999999996,,0.0010954,0.0010729000000000001,,,,5.0994,-0.80123,16.46,,-1.4987,-1.4987,,,-1.5,-1.5001
,1.0773e-05,-2.5758000000000003e-05,1.5857e-05,-8.8588e-06,0.00028738,-0.025555,,,,-0.018744999999999998,,,0.001757,,,,0.0042674,2.2773,,,,2.2773,,,,,-0.018423,-0.16539,,0.0069193,,0.0070588000000000005,,,,-0.5533399999999999,,10.333,-0.48836999999999997,,,-1.5019999999999998,-1.5019999999999998,-1.5017,-1.499,-1.499,-1.4986
,,-7.9081e-05,,4.7113999999999996e-05,-0.00014427,0.028457999999999997,0.028423,,,0.008788200000000001,0.0089324,,,0.0053183,0.0029411,,,,2.2535,2.2527,2.256,2.2559,2.2555,0.019175,0.90741,,0.011445,0.26287,-0.25556999999999996,,,,,,-0.009414,-0.5222399999999999,4.325,11.402999999999999,-0.5712,,2.7969,-1.5042,,-1.5043,-1.494,,-1.4938
,1.3427e-05,-0.00025385,,,,-0.057097,-0.057111,,,-0.18602,,0.0026534,,0.0049218000000000005,,0.0015644,,,,,,1.9334,1.9323,0.013732,,,,,,-0.004998699999999999,,,-0.0031518,,-0.0026243000000000004,,2.5642,3.5901,-0.49828999999999996,,,,-1.501,-1.5009,,,
-7.2887e-06,,-0.00020819,-3.396e-06,,-0.00027992,,0.028825,,,,0.010546999999999999,,0.001825,0.0066438999999999995,0.0029181,,,,2.2515,2.2507,2.251,2.2509,2.2503,,,-0.2793,,0.5089,-1.7033,0.010168,,,-0.013438,-0.01349,-0.012972,,,,-0.5643,2.7209,,,,,-1.4922,-1.4923,-1.4923
-4.7543e-06,,,,-1.8598e-05,,,0.0065851,,,,-0.031273,0.0022613000000000004,,0.0044241,,,,1.4222,1.4222,1.4214,1.4226,1.4225,,,,0.8658,0.007898899999999999,,,,0.011844,,-0.0012132999999999998,-0.0011358,,-0.70276,,11.466,-0.71988,,5.3756,,-1.496,,,,-1.5027
,,,,,,0.023719,0.023812,,0.022859,0.022913,0.022818,0.0023926999999999998,0.0014924,0.0033849000000000006,0.0023661999999999997,0.0014035,0.0029564,1.5114,1.5113,,1.5162,,,,-0.67184,0.44961999999999996,,-0.82252,,-0.011221,,,0.010667,0.010718,0.010733,,4.0536,,-0.70381,,5.8831,,,,,-1.4941,
6.7847000000000004e-06,3.1318e-05,0.00047565,-5.0771e-06,,9.3856e-05,,0.029735,0.029258999999999997,,,0.071935,0.0021859,,,,,0.0029769,,1.3091,1.3082,,,1.3058,,0.52845,0.51846,-0.014400999999999999,0.06989,,,0.0036655,0.0036450000000000002,,0.0091833,,,,2.917,-0.6843,0.36332,3.1836,-1.5055,-1.5055,-1.5046,-1.4988,,
1.6723e-05,1.2517e-05,0.00023541,,,-2.2344e-05,,,,-0.020149,,-0.020151,0.003034,0.0033366999999999997,0.0055349,0.0028754,0.0016236,0.0030245000000000003,,2.2188,,2.2202,2.2202,2.2197,0.0019042999999999998,,,-0.023775,0.10078,0.020477000000000002,-0.0053024,-0.0052458999999999995,-0.0054688,0.011761,0.011737000000000001,0.01176,-0.48599,26.474,8.9969,-0.5270600000000001,,5.9973,-1.5049,,,-1.4919,,
,3.218e-06,0.00032425,-2.0162e-06,,,0.048438,,0.04811,0.06544900000000001,0.065424,,0.0021467,,,0.0021654,0.0012218,,1.2467,,,,1.2434,,-0.018737,-0.14538,,,0.33271,0.41263,0.00035711,0.00036291,,0.02827,,0.028502999999999997,,0.6523399999999999,6.3792,-0.71955,,,,-1.5018,-1.5016,,-1.5043,-1.5036
-7.5127999999999995e-06,,,,,5.0585e-05,-0.07321699999999999,,-0.073224,,,,,0.00056987,0.00085387,,0.00051272,0.00146,1.2262,,1.2261,1.2309999999999999,1.2309,1.2307,,-0.21505,0.098588,,,,,-0.01135,,-0.018328,-0.018334,-0.018431,-0.64288,1.9621,,,,15.116,-1.5016,-1.5017,,,-1.495,
-1.8302e-07,4.1952e-06,-9.8639e-06,-3.0957999999999997e-06,2.3231e-05,1.6024e-05,,0.012386,,,,0.021735,,0.00028698,0.00060647,,0.00040911,0.00058484,,1.7102,1.7102,,,1.7081,0.0017369,0.68276,-1.6919,0.011257,,-1.1106,,,,-0.0035873000000000003,,,-0.51868,9.9745,51.626999999999995,-0.46555,116.95,,-1.4982,-1.4982,-1.4982,-1.499,-1.4991,
-5.3548e-06,,,,,,,,,-0.024347,,-0.024253999999999998,0.0023426,,,,0.0013463,,,1.5127,,,1.5115,1.5107,,,0.65954,0.012454,,,,,-0.009362299999999999,-0.012191,-0.012191,-0.011728,-0.68107,4.6024,,-0.71155,2.9839,6.3984,-1.4988,,,-1.4996,,-1.4997
-5.8976e-06,,,-1.851e-05,,,,,-0.058928999999999995,,,,,,0.004259000000000001,,0.0016973,,,,2.2866,2.2911,2.291,,,,,0.0191,,0.64984,0.0015884,,0.0016963000000000002,,-0.017406,,,,8.4471,,,5.1674,,-1.5081,,,-1.4974,-1.4977
3.6116000000000003e-06,,8.460799999999999e-05,,2.5962e-05,,,-0.076796,-0.07688099999999999,-0.18065,,,,0.0019454999999999997,0.0046947,0.0029460999999999997,,,2.2962,,2.2951,,2.2937,2.2927,,0.74064,,0.0087212,,,,-0.0077387,-0.0076366,-0.00599,,,-0.42253,,4.6569,,1.4677,,,-1.5069,-1.507,-1.499,,
,-5.1661e-06,-2.3963e-05,,1.8682e-06,-1.8403e-05,,0.054834,0.054858000000000004,0.11342999999999999,0.11342999999999999,0.11345,0.00075534,0.00023631,0.00070346,,0.00025286,,,,0.88189,0.88192,0.88192,,,-0.30332,-0.62546,,0.074945,,0.011512999999999999,,,-0.004975,,-0.0049467,-0.5958399999999999,,8.9707,,,15.728,-1.4963,-1.4963,,,-1.4933,-1.4935
8.2099e-06,,-3.4728000000000004e-05,1.8225e-06,,1.6934e-05,,,,,,,0.0010838,,,0.0011640999999999997,0.0007047999999999999,0.0010869999999999999,1.1592,,1.159,,1.1589,,,-0.12647,-0.2393,0.0045692,,,0.0041351999999999995,,0.004195600000000001,0.0031641,,0.0030835,,1.4208,6.575,,,5.2645,,,,-1.4969999999999999,,
-3.0146999999999998e-05,-2.4100000000000003e-05,6.0854e-05,3.0835e-05,-2.5971999999999998e-05,5.1066e-05,-0.12684,-0.12682000000000002,-0.12688,,-0.14608,-0.14612999999999998,,,,0.0022374,,,,1.371,1.3705,1.3767,1.3767,1.376,0.037207,-0.15009,-0.1986,-0.0031164,,0.07608200000000001,0.0066515,,,-0.027656,-0.027614999999999997,-0.027691000000000004,-0.66315,,2.9846,,0.46038999999999997,,-1.4941,-1.4941,-1.4941,,,
9.108400000000001e-07,,-4.5486e-06,-3.1227e-07,,4.5621e-06,0.061877999999999996,,0.06188099999999999,,,,0.00080288,0.00025648,0.00061139,0.00079758,0.00025093,0.00042902,1.6780000000000002,,1.6780000000000002,,1.6773,1.6773,0.0021526,0.14594000000000001,,,,,,,0.0058842,,,,,2.3162,,-0.48871000000000003,,,-1.4974,-1.4974,,,-1.4975,-1.4975
,,0.00044823,3.4811e-06,2.9846e-05,,0.017506999999999998,0.017472,,,,,,,,0.002994,0.0017423999999999999,0.0046001,2.3159,2.3157,2.3145,2.3181,,2.3172,0.0065361,,,0.017816,0.09113099999999999,,,,,0.0063711,,0.0062937,,5.4536,,-0.53359,1.0687,5.845,-1.5045,-1.5045,,,,-1.4993
,,3.9405e-05,-2.2896e-06,,7.680500000000001e-07,,,-0.072424,,-0.19125,-0.19125,0.0011544,0.00065353,,0.0011237,0.00049548,,1.2256,,1.2255,,1.2304,,,-0.14252,0.13397,0.0033236,-0.43109,-0.0058406000000000005,-0.013789,-0.01378,-0.013834,,-0.018149000000000002,-0.018129,,,5.7372,-0.64757,2.1175,,-1.4972,,,-1.4969999999999999,-1.4969999999999999,-1.4971
2.0209000000000003e-05,,,5.3698e-06,-1.5621e-05,-0.00012134,,,-0.018312000000000002,-0.017332,-0.017315999999999998,,,0.0020695,,,,,,2.306,2.3049,2.2958,2.2958,,-0.023169,,0.53084,-0.022067,,0.27657,0.014247,,0.013894,,,,,,,-0.5273899999999999,17.608,9.9063,,-1.4959,,,,-1.5027
-2.4129000000000002e-05,,,-1.1445e-05,,-4.751e-05,0.015874,0.015902,,-0.033510000000000005,-0.033502,-0.033455,0.0026388,0.0014960999999999998,,,,0.0037373000000000003,,,,,1.8825,,,-0.00686,0.5764,0.008411,,,,0.0041253999999999996,0.004147,,-0.009398299999999998,,,1.0684,,-0.64644,,3.8237,-1.5061,,,,-1.4996,
-1.0391e-05,1.2872e-05,,,-7.379e-05,,,-0.060748,,-0.20893,,-0.20944000000000002,0.002939,,0.011904999999999999,,,0.0067551,2.2869,,2.2847,2.2889,,,0.023781999999999998,,,,1.9514,,0.0037224000000000003,,,-0.017838,,,,,15.675999999999998,,,3.8266,,,,,,
,,,,-1.3414e-05,,,-0.10697000000000001,-0.10682,-0.1289,,-0.12884,,,,0.0022412,0.0011392000000000002,,,1.3644,1.3637,1.3746,1.3746,,,,,0.016559,-0.1058,,,0.024197,,,-0.02744,-0.027369,-0.71867,5.6917,,-0.69204,,,,,,,,-1.4912
-1.4547e-05,,,1.2781999999999999e-06,,-0.00023386,-0.074201,-0.074103,-0.074516,-0.20104,,,0.0029271,0.0020047,0.010834,0.0028947,,0.006718899999999999,2.2945,2.2943,2.294,2.2794,2.2793,2.2784,,,0.19642,0.0023529,-0.033537,-0.9396200000000001,,-0.014869,-0.013547,-0.0069692999999999995,-0.006950100000000001,-0.006721899999999999,-0.46702,,,-0.55516,0.8019,,-1.4968,-1.4968,,,,
-1.8812e-06,,-7.2783e-06,2.7112e-06,1.5322e-05,,,,0.028729,-0.032617,,-0.032668,0.0012066,0.00052904,0.0010125,0.0012588,,0.0011106,1.5743,,,,,,0.0048663000000000005,,-0.051955999999999995,-0.0016533000000000001,0.6190399999999999,,-0.002176,-0.0021898000000000004,,0.0017048999999999999,0.0016811,,,,,,,4.8229,-1.5009,-1.5009,-1.5008,-1.4979,-1.4979,-1.4978
6.823400000000001e-06,-5.0555e-05,,1.7479e-05,-3.5469e-06,,,,,0.018177000000000002,0.01818,0.018387,0.0023619,0.0012437000000000001,,0.002348,0.0013376,,,1.4999,,1.4987,,1.4984,,,-0.33325,,0.36980999999999997,-1.5849,-0.007399299999999999,,,,,0.011744,,0.3505,,-0.6783,2.674,,,-1.5009,-1.5008,-1.4969999999999999,-1.4969999999999999,
,,,,,-3.3012e-06,0.042977999999999995,0.042979,0.042979,,,0.025025,,0.00027439,0.00048054,,0.00041038,0.00047993,1.857,,1.857,,,1.8559,0.0085264,,0.50918,,2.8839,,,0.0032329,0.0032253,-0.00032315,-0.00033728,-0.00032463,,6.1374,8.8947,-0.44223,80.78399999999999,,,-1.4991,,,-1.4981,
-4.8217e-06,,0.00010689,-7.395900000000001e-06,,-0.0006512,,0.030539,,,0.044439,0.04509,0.0030172,0.0018124000000000003,,,,,2.3678,2.3678,,2.367,,,0.011365,0.17601,0.059784000000000004,0.032621,,-0.99229,0.0049588,0.004957199999999999,,,-0.013692,-0.01326,-0.5151399999999999,,,-0.5039,,,-1.5035,,,,,
-3.8178e-06,4.8322e-06,2.3746999999999998e-05,-3.5000000000000004e-06,-3.1558e-06,,0.011491,,,,,,,,0.00054825,0.00075784,0.00036549,,0.85582,,0.85582,0.8572,0.8572,,0.014286000000000002,0.094575,,,-0.5260100000000001,-1.0921,0.0023256,,,,,,-0.6441600000000001,,,-0.57463,,,-1.4951,-1.4951,,,,-1.4984
-3.5552999999999997e-06,-3.2806e-05,,-1.1009000000000001e-06,-4.2781e-05,,,-0.10122,-0.10124,,-0.14057999999999998,-0.14042000000000002,,0.0012902999999999999,0.0050989,,0.0011422000000000001,,,,,1.3703,1.3703,1.3699,0.021821,,-0.4629,0.0083164,,-0.17374,0.025096,0.025107,,,,,,,4.4994,,,,,,-1.4996,-1.4988,-1.4988,
-1.4412e-05,9.0151e-05,0.00016657,-8.32e-06,,-0.00031041,,-0.08064600000000001,,,-0.18564,,0.0029836,0.0021587,,,,,,2.2957,2.2951,,2.298,2.2974,,1.3092,,,0.20728000000000002,,,-0.012298,-0.012092,,0.00054121,,-0.41768999999999995,,,-0.5029100000000001,,,,,,,-1.493,
,6.123e-05,,-1.1948e-05,3.9311e-05,,,0.031393,0.031228,,,,,0.0019409000000000002,0.0035926,,,0.0033762,2.2638,2.2637,2.2629,2.2514,2.2514,,,,0.21361,,,-0.013761,0.012111,,,,-0.0053767,-0.0054659,,,3.2971,,15.165,,,,,-1.4999,-1.4999,
1.7754e-06,-5.6191999999999995e-06,3.6399e-05,-1.0548e-05,,,,,,,,0.0012664999999999998,,,,0.0022623,,,1.403,,,,1.4017,,0.0098494,0.063499,0.26195999999999997,,0.0049377,-0.046685000000000004,0.008184199999999999,,,,,-0.0026577,-0.69122,-0.1959,3.5683,,-0.35822,1.8983,-1.4997,,,,-1.4974,-1.4973
,3.4986000000000003e-06,-1.8477999999999998e-05,5.310300000000001e-07,,-2.4475e-05,,0.043045,0.043063,0.02829,,0.028312,,,,0.00081389,0.00028938,,,1.8553,1.8553,1.8506,1.8506,1.8506,-0.0019150999999999999,0.71648,,-0.0020538,,0.011572,0.0029471999999999996,,0.0029569,0.00018917,,,-0.50641,,,,,,,-1.4985,-1.4984,,-1.4992,-1.4992
,1.2410999999999999e-05,1.5348e-05,-2.6946e-06,,-4.7254e-05,0.049683,0.049671,0.049656,,0.10522999999999999,,0.0011905999999999998,,0.0011780999999999999,,,,1.5089,1.5089,,1.5076,1.5076,,,0.13410999999999998,,-0.0020645,,-0.21889,,,0.0053369,,0.0069041,0.006983499999999999,-0.71978,1.992,8.388,,,13.145,,-1.5019,-1.5019,-1.4983,,-1.4983
,1.1443e-05,,-9.569700000000001e-06,,-6.9091e-05,0.030642000000000003,,0.030875,,,,0.0022695,0.0011705,0.0030816999999999997,0.0022714000000000002,,,1.3986,,,1.3972,,,,0.237,,0.034277999999999996,,-0.09184500000000001,,0.012825999999999999,0.012847999999999998,,0.0061869,,-0.68405,0.67876,,-0.68323,,3.9977,-1.4980000000000002,-1.4981,,,-1.5022,-1.5017
,,1.2942e-05,2.259e-06,-5.2596000000000004e-06,,0.0054048,,,-0.046518000000000004,,,,0.00030355,0.00072094,,,0.00059638,,1.8597,,,,,-0.0050554,0.17372,,,-0.7967,0.78528,-0.0025469,,-0.0026045,,,0.0021357,-0.50203,13.958,14.635,,10.243,8.0037,,-1.4987,,-1.4980000000000002,-1.4980000000000002,-1.4980000000000002
2.0544000000000002e-05,,6.5273e-05,,-5.4128e-05,0.00018584,,,-0.030916000000000003,,-0.018993,-0.019178999999999998,,0.0019728,,0.002955,,0.007065699999999999,2.2793,,,,,,,,1.7941,,,-0.055889999999999995,0.0014592000000000001,,0.0013037,0.007375799999999999,,0.0074118,,,17.713,-0.51448,19.74,,,,,-1.4999,,-1.5001
-1.136e-05,,,2.7645999999999998e-06,6.5126e-05,-0.00040317,-0.023305000000000003,,,-0.020538999999999998,-0.020604,,0.0021784,0.0012809000000000002,,,,,1.3413,,1.341,1.3436,1.3435,,-0.0089863,0.18155,,-0.015958,0.43995,,-7.3172e-05,-9.402e-05,-0.00028743,-0.0080266,-0.0081113,,-0.70655,1.162,19.632,,1.7059,8.7897,-1.5057,-1.5057,-1.5054,,-1.4983,
,,-0.00022788,1.5197999999999998e-06,-2.796e-05,,,,,,-0.043608999999999995,-0.04365,,,,0.0025874,,,,,1.8458,,,,,,,-0.015447,-0.13009,-0.08382300000000001,-0.00034884,-0.00036298,,-0.010332,-0.010274,-0.010001999999999999,-0.63055,,2.4427,-0.6240899999999999,0.67881,2.3577,-1.5088,-1.5087,,-1.4980000000000002,-1.4981,-1.4979
,,-1.1322e-06,-1.6005000000000002e-06,,,0.011234000000000001,0.011233,,-0.032554,,,0.0011175,,0.00071443,,0.00056902,,1.2545,,,1.2525,,,0.0028225000000000004,,-0.33803,,,,-0.0010603,-0.0010761,,,,,-0.65858,5.7322,2.6102,-0.6459199999999999,,,,,-1.5005,,-1.4966,
-1.1707e-05,,,,,0.00016163,0.011257,,,,,,0.0026218000000000005,0.0013319,,,0.0014596,,,1.8274,1.8268,1.825,1.825,,0.017225999999999998,,0.34986999999999996,,,1.6292,,,-0.007795000000000001,,0.018172,,-0.62035,,,-0.6832699999999999,,16.864,,-1.5019999999999998,-1.5016,-1.4925,,
,,,2.9751e-05,,,-0.00091444,-0.0009541,,,,0.007645900000000001,0.0024521,,,0.0024984,0.0013524000000000001,0.0057583999999999995,,1.7114,,,1.7064,,0.012429,,0.37482,,0.011861,,,-0.0066512,,0.0034476,0.0034202,0.0032759,,1.5889,,,0.50021,4.0805,,,-1.4965,-1.5018,,-1.5013
-2.7878e-06,-5.2114e-06,0.00025732,-1.9664e-05,,-0.00031024,,0.023045,0.022788,0.023761,,,0.0026041999999999997,,,,,0.0049496,1.8158,,1.8148,,,,,-0.75236,0.31248000000000004,,-0.58644,,,0.0096932,0.009238799999999998,-0.005438800000000001,,,-0.6098399999999999,,,-0.64691,9.2052,7.3181,-1.504,-1.504,,,,-1.4942
,-2.5002e-05,-0.00016872,-7.8699e-06,,,0.025718,,,0.078899,0.07889,,0.0022009,,0.005986699999999999,0.0022446,0.0012938,0.0042773,,,,,,,-0.007746300000000001,-0.3002,,,,-1.1534,,,0.00055505,0.010976999999999999,,,-0.6689,2.4964,8.93,-0.69372,,,,-1.5059,,-1.5007,,
-7.3604e-06,1.9123e-05,-1.1657e-05,,3.3383999999999997e-06,,,-0.026168,-0.026156,,-0.02953,-0.029516000000000004,,0.00061039,0.0010492000000000001,,0.000522,0.00081772,1.182,1.1819,,,,1.1828,,0.41562,-1.2204,,1.5488,,,,,,,-0.0029253,,5.3020000000000005,,,,6.3402,,,,,-1.5015,-1.5015
-6.6196e-06,3.946e-05,,2.0023e-06,,0.00012154,0.01926,,,,0.029436,,0.0013566,0.0011527999999999998,0.0026429,,0.00090987,0.0026545,2.0182,,2.0178,2.0145,2.0145,,,-0.76535,,0.0043043,,,0.0082402,0.0082194,0.0079933,0.0033707999999999998,,,,,5.4657,,,,,-1.5006,,-1.496,-1.4961,
,,,,,6.2909e-06,,,-0.021472,-0.034381999999999996,-0.034376,-0.034383,0.00078035,0.00024098,,,,0.00052046,1.077,1.077,,,1.0732,,0.016062,,,0.021943999999999998,,0.0015365,-0.026122000000000003,-0.026126999999999997,,,,-0.013008,-0.54745,,4.0739,-0.58517,2.8047,,-1.499,,,-1.4867,-1.4867,
