0,1,2,3,4,5,6,7,8,9,10
,,,,0.2095,-21.707,,,,164.8638,0.0
,,,,,,,,,184.7944,0.0
,,,,0.4265,,-5.189,,,286.396,1.0
,,,,,-10.470999999999998,,-11.6708,9.5808,,1.0
,10.9088,,,,,,-7.4631,,,1.0
28.5875,,,0.3523,,,,,,,1.0
,12.764,2.3927,,,,,,,146.26,1.0
,10.204,,,,,,,,,0.0
81.3168,,3.0731,,,,,,,,0.0
,,2.76,,0.192,,,-11.3333,,,1.0
31.9252,,,,,,,,,,1.0
,,,,0.0789,365.6528,,,62.2396,,0.0
,15.3273,,,0.1939,,,,,,1.0
,,,,,,,,79.44800000000002,219.851,0.0
,,,0.4053,,,-25.6659,,36.6265,,1.0
,,,,,,,,,158.388,1.0
30.4611,,2.679,,0.2188,,,,,67.0467,1.0
,,,,0.3326,,17.5656,,17.929000000000006,,1.0
,10.2544,,,0.3591,,,8.8547,,,0.0
,,,,,,,,,,1.0
45.4248,,,,,22.3442,,,,,0.0
,,,,0.3161,6.5438,,,,,0.0
,,2.57,,0.2275,,17.5153,,,46.4068,1.0
,,,,,,25.1525,,,,0.0
38.9482,,,,0.1754,20.5385,,12.8962,,151.616,1.0
,,,,,-15.0946,,,,,1.0
77.5988,,,,,,,29.8495,,,1.0
,,3.193,,,,,59.0269,,,0.0
,,,0.6809999999999999,,,,,,,1.0
,,2.2999,,,,,,,,0.0
,,,,,,-11.307,,,,1.0
,,,,,,,8.7311,3.903,,1.0
,,,,0.2626,,,,17.3155,,0.0
,23.1663,,,,,,,,,1.0
,,,0.4924,,,,,,,0.0
,,,0.7761,,,-3.5588,,,,0.0
,,,,,180.8181,165.5819,,,,0.0
,7.2547,,,,,,,43.2879,,0.0
,,,0.1727,,,,,2.3981,191.056,1.0
,,,,0.3720000000000001,,,,,,1.0
,11.4236,,,,,,,,,1.0
13.0287,,,,,,,,,,0.0
,,,0.3109,,,,,,257.8417,0.0
,,3.6546,,0.0909,,,,,,1.0
42.5838,,,,,,,,,,1.0
,,,0.3329,,116.9159,,,26.0409,,0.0
12.7464,,,,,,-9.2905,,,,1.0
,,,,0.0608,,,,65.4676,384.24300000000005,0.0
38.3285,,,0.2532,,,,,,,1.0
,,,,0.0939,,,-2.8502,2.72,,1.0
,,,,,,,,,,1.0
27.0149,14.6156,,0.4507,,,,,,,1.0
,,,,0.1649,,19.6037,12.8331,,,1.0
,,,,,29.7237,,,,,1.0
12.863,,,,,15.1002,,,,,1.0
,14.7729,,0.396,,,,,,218.88,0.0
,,,0.3562,,,,,,207.784,1.0
,,,,,,,,5.932,,1.0
,,,,,,,27.3944,,287.3040000000001,0.0
,,,,,,,7.8002,,,1.0
,,,0.2214,,,-93.1094,,,,0.0
,,,,,,,,,,0.0
,,,0.17,,,,,,,0.0
58.7871,,,,,32.3985,,,,,1.0
56.8961,16.6032,,,,,,,,,1.0
21.8698,18.1692,2.4935,0.3628,,,,,65.514,,1.0
,,,0.7713,,,,,,,0.0
,,2.1644,,,,,,,,1.0
18.287,,,,,,,,,,0.0
26.9291,,,0.3791,,,-19.6155,,,,1.0
,,,,0.2387,,22.3053,,0.2726,,1.0
73.9743,,2.8199,0.489,,,51.5217,,,,1.0
,,,,,,,-11.5324,,158.619,1.0
,,,0.377,,,,,,,1.0
,,,,0.211,,,,,,1.0
,,,,,,,,,162.401,0.0
,,,,,,34.1904,,,,1.0
,,,0.151,,,,,3.789,,1.0
,,3.2688,,,,,,23.0198,,0.0
,,,,0.1754,,,,,,1.0
,,,,,,,,5.3656,149.155,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
28.4015,,,,0.2921,,,,,,0.0
,,2.5587,,0.1975,,,,,,1.0
,,,,0.2275,-51.9886,,28.2698,,,0.0
8.2304,,,,,,,3.1060000000000003,,148.2906,0.0
,6.6407,,,,,,,2.1748,,0.0
,,,,0.259,-1.5413,,,21.7229,,0.0
,111.9084,4.2757,,,,,104.2935,78.333,,0.0
,,,,,,71.1468,20.7158,0.227,260.36,1.0
,,,,,,,,2.5540000000000003,,1.0
,,,,,,,,,190.318,1.0
,,,,,,-0.5135,,,,0.0
,15.246,,0.4007,,,-9.2247,,,,1.0
,10.9602,,0.7666,,,-4.0310000000000015,,,,0.0
,,,0.3738,,,,15.855,,224.009,1.0
128.22899999999998,,,,0.0543,36.945,,,,,0.0
27.4363,,,0.5724,,,,,,,0.0
18.0124,,,,0.2951,,-9.215,,52.463,,0.0
22.2424,,,,,-21.8203,-19.1496,,,263.527,0.0
,,,,,-235.6526,,,,,0.0
87.306,,3.7907,,0.0833,,,,,,1.0
126.6356,,,,,,110.1543,,61.4309,,0.0
,,,,,,,15.5144,,,1.0
,,,,,48.5697,,-8.3448,,,1.0
,,,,,-228.885,-119.837,,,,0.0
,18.5031,,,,,,,,,1.0
,,,,,,,-25.4877,,353.088,1.0
,,,,,-83.4604,,,,,0.0
,15.6052,,,,,,,11.9012,,0.0
,,2.1255,,,0.443,-5.843,5.9727,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
63.1451,,,,,,,,10.179,,1.0
,,,0.4788,0.3185,,,,,43.9697,1.0
,,,,,,,,,,0.0
,,,,,,,,85.7578,320.93,0.0
,,,,,,,,,,1.0
,,2.29,,,-3.2264,14.4882,,,,1.0
39.5097,,2.6294,,,,,,,,1.0
18.6657,,,,,,,,,,0.0
,,,,,,,,,158.37,1.0
,37.3156,3.2224,,0.0988,,-115.0507,,,,0.0
,,2.8968,,,30.6214,,,,,1.0
,,,,0.1322,,,7.8871,,,1.0
,,,,0.1458,,,,,,1.0
,17.8721,,,,-57.417,,,,,1.0
,,,,0.1723,,,-7.3894,,,0.0
,,,,,,,,,173.18400000000003,1.0
,,2.3324,,,,,,62.8383,,1.0
32.0214,,,0.3452,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,328.44199999999995,1.0
,10.5822,,0.5758,,,,,,,1.0
,,,,,,,,0.8170000000000001,,1.0
,,,,,30.1727,,,,,1.0
,,,0.2396,,,,,,,0.0
63.6676,17.6143,,0.3256,,,,,,,1.0
,,2.4616,,0.2228,39.4292,,,,,1.0
194.1337,,3.7326,0.1645,,,,,,,0.0
,20.4083,,,,,,,,,1.0
,,2.6191,,,-35.6894,,,,,0.0
19.8183,,,,,,-8.4532,,,,1.0
,,,0.2985,0.1558,,,,,204.054,1.0
,,,,,,,15.9699,,287.433,1.0
36.9119,,,0.3683,0.1812,,5.7815,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
21.3528,6.7475,,,,,,,,,1.0
,11.8074,,,0.3595,,,-6.9408,37.1275,,1.0
,10.5686,2.5126,0.7035,,,,,,,1.0
36.755,,,,,-49.4626,,-12.8916,,,1.0
,,,,,,,,,48.8985,1.0
37.9472,,,,,,,,,,0.0
,,,,,,,9.1627,40.3177,,0.0
,,,0.1797,,47.8657,30.1836,,,,1.0
,,2.357,0.8571,0.4945,,,,67.345,,0.0
,,2.8055,,0.2152,,,,,,0.0
,,,,,,,,,,0.0
,,,,,-7.8784,,,,77.7417,0.0
,,,,0.3402,12.7705,,,17.6539,,1.0
,6.5971,,,0.4582,,-15.0471,,74.508,,0.0
,,,0.5893,,24.3207,16.6751,,2.1032,,0.0
,17.0668,3.1413,,,,34.3771,,8.728,179.317,1.0
,,2.3729,,,,,8.4907,,,1.0
,10.2012,,0.5932,,,,,,,0.0
,,,,0.2801,,,,,,1.0
,,,,0.2256,-29.7475,,,,208.052,1.0
,,,0.7643,,20.4434,,-6.0243,,,1.0
,,,,,,,-5.672999999999999,1.2932,,1.0
85.2934,38.3607,,,,,,,3.104,354.787,1.0
,,,,,,,-17.9476,,,0.0
,14.3516,,,,,,,,,1.0
,,,,,,,,,,1.0
21.5836,,,,0.3,,,,,,1.0
,,,,,11.5895,,,,,1.0
66.7283,,,,,,,,,,1.0
31.8528,,2.6535,,,23.8483,,,40.2082,,0.0
,,2.7135,,0.2118,,,,,,1.0
,14.197,,,,20.4205,,,,,0.0
31.7077,11.4427,,,,,,,,,0.0
,,,0.5329999999999999,,12.329,,,63.2577,,0.0
,,2.6698,,,0.3877,,,2.579,,1.0
,,,,0.3209,-12.824000000000002,,-7.6537,,,0.0
,,,0.4566,,,,,5.174,,0.0
24.1542,,,,,,,,,,1.0
,,3.0328,,,,,,,230.092,1.0
,,,,,,,,,,1.0
,,2.5702,,,,,,,,0.0
,,,,,-136.4353,,-16.3953,,92.9174,0.0
,,,0.1052,0.055,-149.45600000000005,,,,,0.0
,,,,,,,20.9073,,,1.0
49.7083,,,0.3963,,,,,,,0.0
,,,,0.1255,,,,,,1.0
,,,,0.1327,,,-6.6647,,,1.0
,,,,,-166.14700000000005,,,,,0.0
81.5279,,,,,,,,,,1.0
24.7579,11.1376,,,,,,,,,0.0
,,,0.1732,,-36.4774,58.9418,,,,1.0
,,3.417,,0.0986,,78.7495,,3.485,337.871,1.0
37.0013,,,,,,,-6.2851,,109.407,1.0
,,2.6048,,,,,,,,0.0
,16.0121,,0.297,,-12.5192,,,,,1.0
,,2.9015,0.2811,,,22.7781,-9.4058,,,1.0
75.2057,,,,,,,,,,1.0
60.1173,,,,,,,,1.101,,1.0
,,,0.3532,,,,,,213.317,1.0
30.0029,13.4299,,0.5169,,,,,,,0.0
,24.9239,,,,25.4608,,,,160.781,1.0
,,3.1958,,,15.2711,,,35.216,,1.0
24.5719,,,,0.2649,,,,,,1.0
,,,,,,,17.8461,9.634,,1.0
,,,,,9.4165,,,,,1.0
,42.2682,,,,,,,,,1.0
,,,,,,,,,100.169,1.0
,8.5856,,0.4912,,,,,,,1.0
18.9958,,,,0.3307,,,,,211.135,1.0
,10.6903,,,,-13.7724,,,,,1.0
,,,0.1489,,,54.1323,,,,1.0
,,,,,,,,,,0.0
62.9393,,,,,,,,4.9252,,1.0
,,,,,,,,3.675,237.681,1.0
,,,,,,,,22.106,,1.0
,24.8821,3.321,,,,,,,270.598,1.0
,,,,,,,,,,1.0
,,2.9906,,,,,-8.1346,,,1.0
125.644,,,,,,,,0.768,293.581,1.0
,,,0.5632,,,,,,,1.0
,,3.3358,,,-156.3544,,,,,0.0
,,,,,,,,54.435,,0.0
,16.6586,2.9991,,0.1618,,,,,,1.0
12.3037,,,,,,,,,,0.0
,16.2718,2.372,0.4416,,,-24.6387,-11.7319,,,0.0
,50.6328,,,,,,,,368.2216,0.0
,,,,,,1.2975,,,,0.0
,,,,,,53.1155,,26.3364,,1.0
,20.0701,,0.2407,,,,-11.9559,,,1.0
,,,,0.3592,,19.0496,8.5085,,,1.0
,,,,,,,20.218,,,1.0
,14.4721,2.541,0.4086,0.2058,-39.8323,-8.5855,,,,0.0
,,,,0.4383,,4.8925,11.6391,,,0.0
,16.3476,2.7574,0.3112,0.1774,,,,,,1.0
,,,,,,,,,,0.0
40.0436,,,,,,22.922,-18.7429,1.6058,147.6,1.0
21.7969,,,,,,,5.5179,,,0.0
,,3.3280000000000003,,,-68.5736,,,,314.4814,0.0
83.6193,39.1214,,,0.1062,,,,,16.4205,0.0
,18.1024,,,,,,,11.117,177.301,1.0
,,,,,,,,,,0.0
,63.9019,3.1777,,,,65.3617,,,,0.0
49.0423,22.099,,,,51.5957,,7.0964,,,1.0
,,2.7627,,,,,,,,0.0
,,,0.3589,,,,,5.54,,1.0
,38.289,3.302,,,28.9301,,,,,0.0
45.7388,,,,,42.1786,,,,,1.0
,,,0.278,,,32.8215,,66.6917,,0.0
,,2.2467,,,,,,,,1.0
,,,,,,,,,92.8759,1.0
,20.5479,,,,,,-16.9085,,,1.0
,,2.9557,0.2724,,,,7.8104,,,1.0
,,,,,,22.6569,,28.6317,,1.0
,20.7354,,,,,-22.4582,,9.8102,,1.0
,15.085,,,0.2122,,,,,,0.0
,60.9879,,,,,,,,154.8328,0.0
,,,,0.0902,14.4669,,,8.99,,1.0
,,,,0.1176,,-16.4337,,,,0.0
28.0998,18.5689,,0.3592,,,,,2.906,,1.0
,,,,,,,,,,1.0
,,,,,,,4.0378,0.764,,1.0
,,,,0.2526,23.1075,,-2.5372,,,1.0
,,2.5465,0.4148,,,,-11.0628,,,1.0
,,4.1433,0.0714,,90.9057,,-36.9966,,,0.0
32.8073,,,,,,,17.1655,,178.3168,0.0
61.8677,,,,,-74.1327,,,,126.2051,0.0
,,,,,,,,,,0.0
,,,,,,,,,103.4153,0.0
,,,,,36.8535,45.53,,,,0.0
,,2.8603,0.2966,,46.9766,,,,,1.0
173.882,,,0.1398,,,,,,,0.0
,,,,,,,,42.506,,1.0
,,2.9985,,0.14400000000000002,,-3.7856,,,,1.0
,,2.0663,,,26.1375,14.7545,0.0,,,1.0
,,,,,,,,,314.057,1.0
,,,0.322,,,,,,,1.0
,,,,,18.8399,,,,197.9669,0.0
,,,,,,,3.5768,,,1.0
,,,,0.2231,,,,,164.024,1.0
,,,,,,-23.0647,,,,1.0
,,,,0.2555,,,,,,1.0
59.9876,,,,,,38.9739,,,,1.0
110.576,28.8037,,,,,,,,,1.0
,,,,0.1425,,,,41.747,,1.0
,,,,,,,,,,0.0
,,,,,-65.896,34.6759,,,,0.0
,,,,,,-12.5413,,,,1.0
,,,,,,,14.5938,,,1.0
,,3.1845,,,,,,,,0.0
,,,,,,,-16.3575,,303.3640000000001,1.0
,,,0.3481,,,,,3.1203,,1.0
,,,,,-7.5021,,,,189.071,1.0
,,,0.5907,,57.5241,,,,,1.0
,10.7596,2.6149,,,18.1755,,,,,0.0
,,,,0.0905,,,-22.6715,,,1.0
,,,0.1368,0.0583,,78.417,,,,0.0
,,,0.2678,,,-109.8362,,,,0.0
,,,,0.1332,,,,16.5937,,0.0
,,2.4208,0.5085,,,,,,180.377,1.0
,,,0.1848,,53.5418,,,3.584,235.042,1.0
,23.3651,,0.2669,,,,,9.8738,,1.0
,,,,,,,,,,1.0
,,,,0.3617,,9.7832,,,,1.0
,,,,,,,-9.537,,,0.0
,19.8364,,0.3718,0.239,,,,,,1.0
,,,0.116,,-127.342,56.014,,,233.673,1.0
,,,,0.5729,,,-5.8627,,,1.0
,,,,,2.2124,,-10.2402,,,1.0
,,,,,24.3,,,48.3131,,0.0
21.8391,,2.2135,0.7095,,-24.6112,,,,,0.0
,,,,,10.4624,,,,,1.0
,,2.3927,,,,,,,,1.0
18.0375,,,,,,,,,,1.0
,,,,,,41.034,,,,0.0
,,,,,,,,2.103,,1.0
,,,,,,-20.1186,,,159.612,0.0
,,,,,9.7691,,,,,1.0
22.6811,,,,,,,,,,0.0
,,,0.0973,,,-243.276,,,,0.0
,,,,,,,,,,0.0
,32.5412,,0.4486,,,,,,,0.0
,,,,0.4133,,,-11.8255,,102.126,1.0
42.0233,,,,,,27.2874,,,,1.0
,,,0.7209,,15.3898,-7.4619,,,,1.0
,6.8238,,,0.3004,,17.9717,,,,1.0
,15.104,,,,,,,0.2314,,0.0
,,,,,,,,,,1.0
,,,,,2.428,-137.157,,64.9299,,0.0
28.0756,,,,0.3073,,,-10.3309,7.462999999999999,,1.0
,,,,,,,,0.436,,1.0
,,,,,,,,,,1.0
42.7722,,,,0.2066,,,,,,0.0
,11.4183,2.1959,0.5796,,,,-3.167,,,1.0
,,,,,,,,,,1.0
,11.985,,,0.2412,-37.9746,,,,323.597,1.0
,,,,,,,,,,1.0
,,,0.2013,,,25.6297,,,,1.0
,,,,,-90.0145,-125.217,,,,1.0
,,,,,,,,,,0.0
,,,,0.1275,38.8147,,,10.3511,,1.0
29.4437,,2.7271,,,,,,,,1.0
22.3934,10.1082,,,0.2888,,,-7.6179,,,1.0
28.0795,,,,,,,10.2471,,191.6,0.0
51.7553,,,,,,,,,,1.0
,,,,0.4354,,,11.659,42.5529,,1.0
,,,,0.0993,,,-17.7369,,,1.0
,,,,,31.3815,46.7013,,,,0.0
63.5381,,3.321,,,,61.2763,,,,1.0
,,,0.1688,,20.9779,,,,177.199,1.0
,,,0.3253,,,29.7694,,,215.221,1.0
18.8618,,,,,,,,36.709,,1.0
,,2.5004,,,,,,63.1428,,1.0
,,,,,,,,,,0.0
,13.3096,,,,,,,,135.996,1.0
,,,,,,,,,,1.0
31.6204,14.3757,,,,,,,,,1.0
,,,,,,-19.3784,9.745,,,1.0
63.5841,,,,0.1067,,,,,,1.0
,10.6448,2.1508,,0.4346,,,,,,1.0
109.231,,,,,,,7.7604,,278.132,1.0
19.5849,,2.2788,,0.45,,,,,169.578,1.0
,,,0.2785,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,13.1133,,6.9645,,1.0
,,,,,,58.3399,,,196.39,1.0
159.065,,,,,,,70.2285,,,0.0
29.1762,,,,,,,,25.1635,,0.0
,,,,0.2959,32.7075,,,,242.763,0.0
,,,0.1902,0.0999,,-33.6197,,,,1.0
,37.1188,3.6338,,,57.6289,,,,,1.0
,11.8539,,,,,,,,154.531,1.0
22.1211,,2.2504,,,,,,,,1.0
,,,,,,,-16.2083,,156.687,1.0
38.5817,,2.9852,,,,,,,,1.0
,,,,,,,-28.3713,,,0.0
,,2.7593,0.3359,,,,,,,1.0
,,,,0.0364,,,,,,0.0
,,,,0.487,-13.2465,,9.6379,,,0.0
92.3723,,,,,,84.604,,,,1.0
,,,,,,,,,99.625,1.0
98.768,,,0.1578,,,,-22.3833,,,1.0
,,,,,,,0.8136,3.6583,,0.0
,15.6989,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,2.6161,,,,,2.8766,,,0.0
,18.3112,,,,,,,,,1.0
,12.0625,,,,6.7341,,,9.7573,193.8257,0.0
,,,,,,,,,,0.0
19.4413,15.4514,,0.5018,,,,,,179.35299999999995,1.0
53.5601,,,,,,40.5254,,,,1.0
61.9225,,,,,,,,,,1.0
,12.3841,,0.3269,,,,,,,1.0
90.663,,,0.1909,,7.8809,,16.7387,0.4799,,1.0
,,,,,,,,10.7786,,1.0
28.867,,,0.5567,,,,,10.8057,,1.0
,,3.0025,0.2558,,-27.6623,,,,241.3393,0.0
,,,,,,,,,,0.0
,,,,,-6.8331,,,,,1.0
,,,0.6406,,,,,,,1.0
13.026,,,,,,,,51.8466,195.593,1.0
,12.9407,2.6707,,0.2188,,,6.7528,,,0.0
,,2.5916,,,,,,,,1.0
65.7025,11.3238,,,0.177,62.4519,,,,,0.0
,,,,,77.0907,,,,,1.0
,,,,,,,,11.885,,1.0
,20.5655,,,,,13.0944,,64.2875,80.0205,1.0
,,,,0.1799,,,,,,1.0
,,2.7033,0.3881,,,,,,,1.0
,,,,0.106,,,,,,1.0
,,,,,,,,86.529,,0.0
,,,,,,19.6105,,,,1.0
,,2.444,,,17.7518,,9.7261,,,1.0
,,,,,49.7131,,,7.225,169.761,1.0
,,,0.6533,,,,,,,0.0
,,,,,,,,,172.842,0.0
,,,0.1819,0.0953,,,,,,1.0
,,,,,,,,,,0.0
,,,0.4927,,,65.9551,,,,0.0
,,,,0.1404,,,,,,1.0
,,,,,,,,,,0.0
,,,0.3656,,-47.6507,,,62.274,,0.0
,,,,0.1951,48.3458,,,,,1.0
,15.6184,,,0.3025,,,,,,0.0
,,,,,-106.1978,,,,275.9204,0.0
,,,,,,,,,,1.0
,,2.09,,,,,-7.9897,,,0.0
26.3101,,2.4843,,0.3066,,,9.4817,,206.077,1.0
,,,,,,,,,,1.0
,,,,,-88.0805,,,,,1.0
,,,,,,,,,40.9099,1.0
,29.9655,,,,,,,,217.53,0.0
91.3478,,,,0.1267,-34.9144,,,,,1.0
,21.185,3.1217,0.2372,,,,13.1915,,186.422,1.0
,,,,,,-20.9941,-4.9206,22.241,,1.0
,17.115,,,0.1593,,,,,,0.0
162.423,,,,0.0456,,,,49.6844,,0.0
,,,,,,,-14.3537,,86.0739,0.0
,,,,,,,,,,0.0
,,3.457,0.2175,,,,,,,0.0
173.102,65.3651,,0.0666,,,,,,,0.0
,,3.3358,0.1809,,,,-7.4881,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,177.234,0.0
,12.4808,,,,,,,,,0.0
,,,,,,-68.3201,20.525,,,0.0
,,3.4760000000000004,,,29.9756,,,,,0.0
21.5918,,2.1847,,0.2909,,,-9.7772,36.0879,,1.0
,12.6787,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,0.1751,,,,,,1.0
,,,0.3842,,8.2673,,,38.164,,0.0
,,,,,,,,,,1.0
,,2.8701,,,23.512,41.1994,,,,1.0
,,,,,,,,2.619,,1.0
,,,,0.2678,,,-12.3273,,,0.0
,21.6612,,,0.1509,,,,5.0280000000000005,,1.0
,,,0.4306,0.2314,,,,6.187,197.297,1.0
,,3.3005,0.2183,,,,-19.2624,,156.899,0.0
,,,,,,,,,,0.0
,69.3334,,,,-243.7664,,-59.0521,19.6315,,0.0
,,,,,,,,,190.221,1.0
,14.2087,,,,,,,,,1.0
,,,,,8.274,,,5.3161,,1.0
,13.0408,2.7110000000000003,,,,,,11.72,,1.0
,,,,,,,-13.9542,,,0.0
,,2.9104,,,,68.4623,,,,0.0
,,,0.1589,,,,,0.524,,1.0
,,,,,,,,37.32,,1.0
67.9187,,3.5981,,,,,,,,1.0
38.0437,21.9132,2.8624,,0.1682,,,,14.454,,1.0
,,,,0.2371,,,,,208.4332,0.0
,,,,0.2345,-8.1857,,,,67.5566,1.0
,,2.3075,0.6601,,,,,,,1.0
,,2.2279,,,,,,,,1.0
,,,,,,,15.6984,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,25.8261,,,0.0962,,,-11.3402,,,1.0
,,2.5599,,,38.5189,,,,,1.0
,,,,,,,7.8543,,122.631,0.0
28.653,14.7728,,,,,,,,,1.0
,,,0.2134,,,,,1.406,,1.0
37.7137,,,0.3195,,,,,25.831,,1.0
,,2.3064,,,4.1964,,,,,0.0
,,,,,96.2219,,,,,1.0
,14.9731,2.4472,,,7.8755,,,,,0.0
,,,,,,,,,,0.0
,,,,,,-14.9123,,,,1.0
18.0191,,,,,,,,,,1.0
,,2.9191,,0.1373,,,,,,0.0
,,2.5205,0.4223,0.2247,-9.5675,-18.9287,,12.0755,,1.0
19.6803,10.2929,,,,,,10.5979,,238.819,1.0
13.167,,,,0.4922,,,,,,1.0
,14.6418,,,,,,,,,1.0
,11.2812,,,,0.7113,,,,,1.0
,,,,0.1006,,25.9888,,,,1.0
,,,,0.3433,,,,,,0.0
,,,,,-12.6392,,,,,0.0
,,,,,13.1554,,9.6806,,64.7141,0.0
,23.2236,,,,-60.2678,,13.6109,,,1.0
,,,0.5685,,,,,,,0.0
,,,,,,,,11.8804,,1.0
32.8087,17.3659,,,,6.3366,,-18.1551,,,1.0
,,,0.3886,,,,,79.712,,1.0
,,2.8145,,0.1668,,,,,,0.0
,,,,,,,,7.4414,,1.0
