0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,240.301,1.0
,,2.6522,0.3452,,,,,,,0.0
,,2.3617,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,-18.4173,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,45.3996,,,,,1.0
,12.9583,,,,,,,,,1.0
,,3.7326,,,,-180.058,,59.7473,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
19.8183,,,,,,-8.4532,,17.8692,,1.0
50.7843,,2.6618,,,,39.3826,,,,1.0
,,,0.2456,,,,15.9699,,,1.0
,,,,,,5.7815,,,,0.0
,,,,,,,,,,0.0
,26.6286,,0.2332,0.1201,-15.5518,,,,,1.0
,,,,,,,,,,1.0
,11.8074,,,,,,,,,1.0
,,,,,,,,58.7634,,1.0
,,,,,-49.4626,-23.9838,,,,1.0
,,,,,,,,,,1.0
,,,,,33.0542,,,,,0.0
,,,,,,,,,,0.0
,,3.1784,,,,,,,243.698,1.0
,,2.357,,,,,,,,0.0
157.958,,,,,-181.725,,,,,0.0
,,,0.1904,,,,,,,0.0
,,,,0.2538,,,,,,0.0
,,,0.5565,,,,,,,1.0
,,,,0.4582,,,,74.508,,0.0
22.8388,,,,,,,11.8976,,,0.0
,,,,,,,,,,1.0
29.4909,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,0.4227,,,,,,,1.0
,,,,,,15.1221,,,,1.0
,,,,,,-23.9961,,,,1.0
,,,,,,,,,,1.0
,,,,0.1609,,,,,,0.0
,,,,0.3826,,,10.8789,,,1.0
,,2.1629,,,,,0.0,,,1.0
,,,,,,,,,,1.0
,,,,,,,,1.8019,,1.0
66.7283,,3.0521,,0.0971,,,,1.4439,,1.0
,,2.6535,0.5353,,,,,,,0.0
,,,,,,,,,,1.0
,14.197,,,,,,,,,0.0
,,,,0.2484,,,,,,0.0
,,,,0.2925,,31.3703,-11.5267,63.2577,,0.0
,,,,,,-8.6963,,2.579,,1.0
23.8885,,,,,,,-7.6537,,,0.0
,44.3228,,,,-285.684,,,,,0.0
,,2.5629,,,,,,,,1.0
,,,,,,,,,,1.0
26.4178,,,,,,,,,,1.0
,,,,,,,,70.9906,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
50.6386,,,,,,32.8091,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,0.1327,,,,,,1.0
,,,,,,,,,355.365,0.0
,,3.5589,0.28300000000000003,,,,,,,1.0
,,,,,,,-4.9215,,,0.0
,,,,0.1089,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
34.9502,,,,,,,,,201.404,1.0
,,,0.2811,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,17.671,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,12.8338,2.5478,,,,,,,,1.0
61.3352,,,,,,,,,,1.0
,34.0545,,,,,,,,,1.0
,42.2682,,,,,15.3222,,,391.875,1.0
,,,,,,,,,,1.0
,,2.4091,,,,,,,,1.0
,,,,,-2.6603,,,,,1.0
,,,0.7762,,,,10.8793,,,1.0
,,,,,,,,6.664,,1.0
,,2.1658,,,,5.2943,,,,0.0
,,,,,,,,,,1.0
64.3699,,,,,,,,,,1.0
,,,0.3464,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,19.1015,,,,,,,,,1.0
,,,,,,,,,,1.0
30.0087,,,,,,,,,,1.0
,,,,,,,,,98.018,0.0
,,,,,,,14.3684,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,-27.5441,,,,,0.0
,,,,0.1822,,,,,,0.0
,,,,,,,,,,0.0
,14.705,2.5051,0.5344,,,,,,187.865,1.0
,,,,,,,,,,1.0
22.0215,,,,,,,,55.6963,,1.0
,24.394,,,0.1521,,,,,,1.0
,,2.541,0.4086,,-39.8323,,,,194.479,0.0
,,,,,,,,,,0.0
,,,,,,,,,205.117,1.0
,,3.404,,,,,,,,0.0
,29.8364,,,,,,,,,1.0
,,,,,,,5.5179,,,0.0
,,,,,-68.5736,,,,,0.0
83.6193,,,,,-29.0865,-84.0153,,,16.4205,0.0
,,,,,,25.3594,,,,1.0
,,2.5347,,,,,,89.6498,207.041,0.0
,,,,,92.0991,,,,145.04,0.0
,,,,,,,,,210.43,1.0
41.1069,,,,0.3371,,,,,,0.0
,,,,,,,8.8685,,,1.0
,,,,0.0611,,,,,,0.0
,,,,,,,,,,1.0
,,,0.278,,39.1191,,,,,0.0
,,,,,-13.6331,,,,,1.0
,,,,,,,,,,1.0
30.9161,20.5479,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,0.2896,,,22.6569,,,,1.0
,,,0.2291,,,,,,,1.0
,,,,,,,21.567,,,0.0
,,3.2783,,,,,,,,0.0
,24.7377,,,,,,,,,1.0
,,3.0249,,,,,,,,0.0
,,,,,,,,,121.75,1.0
,,,,0.2871,,,,,,1.0
,,,0.7639,,,,,,168.262,1.0
,,,,,,,-2.5372,,,1.0
,,,,,-10.295,,,,,1.0
,,,,,90.9057,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,74.2601,,0.0
,11.7741,,,,,,,,,0.0
,,,,,,,,,,1.0
173.882,,,,,,,,,,0.0
,,,,,,,-15.7077,,138.94899999999998,1.0
,,,,,,,,,,1.0
,,,,,,,,14.407,,1.0
,,3.1057,,,,,,,,1.0
,,,,,-61.7378,,,,,1.0
33.0433,,,,0.2291,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,25.9907,,,,-50.8281,,,,,1.0
,,,,,,,,,287.7940000000001,1.0
,,,,,62.5592,,,,,1.0
,,,,,,,,,,1.0
,,,0.2624,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,0.1756,,,,13.5342,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,17.6041,,,,,,,3.947,,1.0
,,,,,,,,,,1.0
,,,,0.0904,,,,,,1.0
84.3673,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,3.3425,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,0.1332,,78.3212,,,,0.0
,,,,,,,,,,1.0
,,,,,53.5418,,,,,1.0
,,,,,,,,,,1.0
,16.4034,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,0.8309,,,,,,,0.0
,,2.7372,,,,,,,,1.0
,,,,,,,,,,1.0
,,,0.8499,,,,,,,1.0
,,2.7976,,,,,,,,1.0
14.6629,,,,,,,-8.3706,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,0.5263,,,-51.2413,,,,1.0
,,,,,,,,,,1.0
,,,,0.4021,14.9347,,,,,0.0
,,,0.2028,,,,,,,1.0
,,,,,,,,,159.612,0.0
,,,,,9.7691,,,,,1.0
22.6811,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
150.3023,,,,0.2785,,,,,,0.0
,,,,,,-2.4751,,,,1.0
,,,,,,,,,,1.0
,,,,,,-7.4619,,,,1.0
,,,0.5965,,,,,,,1.0
,,,,,,,,,,0.0
,,,,0.165,-51.8263,,,,,1.0
,,,,,,,,,293.453,0.0
28.0756,,,0.5475,,,,,,,1.0
,,,,0.1581,,,,,,1.0
,,,,,,,,,,1.0
,,,,,59.0081,,-4.9732,,,0.0
,,,,,,,,,,1.0
,9.7357,,0.4505,,,,,26.077,,1.0
,11.985,,,0.2412,,,,,323.597,1.0
,,2.935,,,,104.885,,,,1.0
,,,0.2013,0.106,,,,,,1.0
,,,,,,,,,241.654,1.0
,,,,,,,,,,0.0
45.5838,,3.1745,,,38.8147,,,,,1.0
,,2.7271,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,15.4574,,,1.0
,9.4179,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,0.3013,,,,,72.0462,,0.0
,,3.321,,,,,,,,1.0
,,,,,,64.6643,,,,1.0
,,2.7501,,,,29.7694,,,,1.0
,,,0.6224,,,,,,,1.0
,,,,,14.3462,,,,,1.0
,,,,,,,,,,0.0
42.045,,,,0.1995,,,,,,1.0
,,,,,,,,,,1.0
,,2.7462,0.3605,,,,,,199.363,1.0
27.8546,,,,,,,,,,1.0
,,,,0.1067,,74.0868,,,,1.0
,,2.1508,,,,3.7382,,,138.516,1.0
,19.0886,,,,43.8269,,,,,1.0
,,,,,,,,,,1.0
41.7348,16.041,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,0.0822,,,,,,1.0
,,,,,-8.717,,70.2285,,,0.0
,,,,0.2792,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,0.2345,,,,,,1.0
,,,,,,,10.7684,,,1.0
,24.1409,,,,,,,,,1.0
,,,,,37.7217,,,,,1.0
,,,0.2313,,,,,,,0.0
,,2.7593,0.3359,,23.1036,30.4307,,,,1.0
,,4.3622,0.0678,,,,,76.113,,0.0
,,,,,,,,,,0.0
92.3723,,,,,,,,,,1.0
,9.5385,,,,,,,,,1.0
,,,0.1578,,,,,1.8306,,1.0
,,,0.5717,,,,,3.6583,169.5017,0.0
,,,,,,,,19.3334,,1.0
,,,,,,,,,,1.0
,,4.0186,,,21.2107,,,,,1.0
,10.917,,,,,,,,,0.0
,,,,,,61.6557,8.7783,2.846,242.749,1.0
,,,,,,,,9.7573,193.8257,0.0
,,,,,,,,,,0.0
19.4413,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,56.6288,,,,1.0
,,,,,,,-7.0187,27.4221,,1.0
,35.1567,,,,,,,,,1.0
,,,0.2427,,,,,,,1.0
,,,,,,,3.764,10.8057,117.879,1.0
69.6201,,,,,,39.8036,,85.3206,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
19.9784,,,,,,,3.8522,,,1.0
,,,,,,,,,,1.0
,,2.6707,0.4184,,,,,,,0.0
,,,,,11.7553,,,,,1.0
65.7025,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,33.2536,,,1.0
,,,,,,13.0944,,,,1.0
,,,0.333,,,,,,,1.0
,,,,,,19.8852,,,,1.0
,,,0.1852,,,,,12.8453,,1.0
,,,,,-65.4577,,,,122.929,0.0
,,,,,,,,,,1.0
,,,,,,-5.925,,,,1.0
,,,,,,26.0123,,,,1.0
,,2.2989,,0.3593,,,,,,0.0
,,,,,,-145.252,,,172.842,0.0
,,,,,,51.0151,,,,1.0
,9.6212,,,,,,,,,0.0
72.5875,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,0.3025,,,,,,0.0
,,3.2895,,,,,,,,0.0
,,,,,0.0818,,,,,1.0
,10.0825,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,0.3234,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,40.9099,1.0
,,,,0.0947,,,,,,0.0
91.3478,,,0.2113,,,,,,,1.0
,,,,,,,,2.16,,1.0
,,,0.3551,,,,,,,1.0
,,2.8678,0.282,,,,11.254,,,0.0
,,,,,-98.3003,,,,,0.0
,,,,,,,,,,0.0
63.6979,,2.6274,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,111.898,,,,0.0
,,,,,18.3338,,,,,1.0
,,,,,,,,,,0.0
,,,0.5329,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,115.401,,,,,0.0
,,,,,,,,,,0.0
,,2.1847,,0.2909,,19.5266,,,,1.0
,,,,,,,,,,1.0
,,,0.5935,,,-10.8397,,,,1.0
,,,,,-0.5327,,,,31.7618,1.0
,,,,,,,,,,0.0
,,,,,,-20.0388,,,,1.0
,,,,,,,,,,1.0
,,,,0.1576,,,,,,1.0
32.618,,,,0.2678,,,,,,0.0
,,,,,,,,,,1.0
,,2.667,,,,,,,,1.0
,,,0.2183,,,,,65.5195,,0.0
,55.3849,3.8508,,,,,,,,0.0
,,,,,,,,,321.5117,0.0
,,,,,,,,31.5053,,1.0
,,,,,21.7485,,,,,1.0
,,,,,,,,,,1.0
70.5426,,,,,,,,,,1.0
,,,,0.132,,154.428,,,,0.0
,,,,,38.3575,,,,,0.0
89.473,,,,,-91.8688,,21.9819,,237.609,1.0
,,,,,,,,,,1.0
67.9187,,,,,,30.696,,,,1.0
,21.9132,,,0.1682,,,,,,1.0
,,,,,,,,,208.4332,0.0
,,,,,,,,,,1.0
,,,,,,-13.1519,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,0.177,,,,,,1.0
,,,,,,,,,,1.0
,,,0.4711,0.2769,,,,,,1.0
,,,,,-1.5836,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,0.3195,,,37.6813,,,,1.0
,,,0.4545,,4.1964,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,26.8952,,,0.0
,,,,,,,,,104.378,1.0
,,,,,,,,,238.819,1.0
,,,,,,,-10.5905,,,1.0
,,,,,,,,,,1.0
19.3858,11.2812,,,,,6.3464,,,,1.0
,,,,,,,,,,1.0
,,,,,22.9052,,,75.09899999999998,,0.0
,,,,,,,,22.2624,,0.0
34.0918,,,,,,,,,,0.0
,,,0.1426,,,,,,,1.0
,10.9228,,,,,,,,,0.0
,,,,,,,,11.8804,,1.0
,,,,,,,,,,1.0
,17.6963,,,,,,-11.9279,,,1.0
,,,,0.1668,,,,,,0.0
,,,0.1589,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
47.5439,16.8095,,0.2483,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,0.1946,,,20.7695,,,0.0
,,,,,,,,53.7318,,0.0
,,,,,,,,,,1.0
,,,,,31.722,,,,,1.0
,,,,0.241,-48.2052,,,,,1.0
,,,,,,,,,,1.0
,11.2148,,,,,,,,,0.0
,,,,0.2401,,17.6831,,,191.053,1.0
,,,,,,17.559,,3.6204,,1.0
,,,,,,,,,,1.0
,,,,,-13.4637,,,,,0.0
,,,,,,,,,,0.0
,,,0.3906,,,,,,,0.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,30.5698,,0.0
,,,,,,,,,,1.0
,,,,,,,13.7594,,,1.0
,,,,,,,,69.623,,1.0
,,,0.4904,,,,,,,0.0
,,,,,,,,,,0.0
,,,0.5795,,,,-8.4367,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,-39.1866,,,0.0
,,,,,,,-3.9507,,,1.0
,,,,,,,,,162.3352,0.0
,,3.5637,,,,,,,,1.0
,15.0661,,0.2919,,,,,1.639,,1.0
,,,,,-26.1162,,,,,0.0
,,,,,,,,34.6666,,0.0
,,,,,,,3.4391,,,1.0
,,,0.2568,,,38.2529,-14.9239,,,1.0
,,,,,-9.4101,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,-13.896,,,,0.0
,,3.7542,,,-65.175,,,,265.24,1.0
,,,,,,,,,,1.0
,,2.9322,,,,,,,,0.0
,,,,,,-61.3413,,,,0.0
,,2.5384,,0.2388,,,,,,0.0
,,,,,,,,48.5567,,1.0
87.8596,,,0.2306,0.1194,,72.4491,,,,1.0
,,,,,,,,20.7532,,1.0
,,,,,,-10.698,,,,1.0
,,,,0.09,,,,,,0.0
,,,,,,,,,,0.0
29.557,,,,,,16.113,,,,1.0
,18.2407,,,,,,,,,1.0
,,,,,,35.0169,,0.4413,,0.0
,,,,,,,-14.8935,,,1.0
,,,,,,,,,,1.0
,,,,,7.2494,,,,,0.0
,,,,,2.4378,-8.7992,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,-36.2016,,,34.7235,,0.0
,,,,,,,,,161.469,1.0
,,,,,,,7.786,,,1.0
,11.7212,,,,,,,,,0.0
,,,,,,,-7.0892,,128.707,1.0
,,,,,,,-15.6353,,131.863,1.0
,,,,,,,,,,1.0
,,,0.2404,,,,,,,1.0
,,,,0.1549,,,,,,1.0
,,,,,,,,,,1.0
75.7318,,,,,,,21.1451,,,1.0
,,,,,,,,,125.914,1.0
,,,,,,74.4186,,,,1.0
147.1506,107.5474,,,0.0397,,,,,,0.0
,,,0.4748,,,,,,,1.0
,,,,,,,,3.0366,123.8803,0.0
,,,,,,,,,,0.0
66.473,,,,0.08,,55.1792,,,,1.0
41.9622,13.5936,,,,-14.5723,,,,,1.0
,,,,,,,,,,1.0
29.0234,15.0818,,,,2.4375,,-11.5072,,,1.0
,,2.2372,0.7464,,,,,,,0.0
,60.8685,3.5378,,,,,65.6414,,,0.0
37.4814,,2.8899,,,,,,,,1.0
,,,,,,,,,246.644,1.0
,,,,,,,,,,1.0
,,,,,-95.0549,,,,,0.0
,,,,,,,16.4513,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,-14.894,,,1.0
,,,0.2364,0.1379,,,,,,1.0
,,2.3936,,,,,,,,1.0
,,,,0.3778,,,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,1.0
,24.7948,,,,,,,,,0.0
25.5952,,,,,,14.8299,,,,1.0
,,,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,,,,,,,1.0
,,,,0.0495,,,,,341.0180000000001,1.0
,,,0.3018,,,,,,,1.0
,,,,0.1736,,,,,,1.0
,,,,,,,-5.4684,,154.08100000000005,1.0
,,,,,,,,,,1.0
,,,,,,,,,194.961,1.0
,,2.9261,,0.1405,,,,,,1.0
,,,,,,,,5.452000000000001,,1.0
,,,,,,51.419,,,,1.0
,,,,,,81.9578,,,296.651,1.0
,,,,,,,,,,1.0
,,,,,,22.8203,,,,0.0
,,,,,,,,45.2352,,1.0
,,,,0.235,,,,15.5531,,1.0
,,,,,,,,,,0.0
,20.7553,,,,,,,,,0.0
39.7354,,,,,,,,0.256,,1.0
,,3.1767,0.2057,0.1089,,,11.0564,,,1.0
53.8621,,,,,,,,,,1.0
,,,,0.1606,,,,,251.432,1.0
,,,,,,,,,,1.0
,,,,,,,,,257.152,1.0
,,,0.273,,,,,,,1.0
,,2.3043,,0.2457,,,,,,1.0
,,,,,,,,,,1.0
23.7562,,2.6048,,,,,,,,1.0
,,,,,,,,,,0.0
,,,,0.154,,,,,,0.0
