0,1,2,3,4,5,6,7,8,9,10
19.6388,,,0.5714,0.2888,,,-2.2875,,133.208,0.0
,15.3805,2.523,,0.2507,,17.7065,-7.8263,,,0.0
80.5169,30.6141,3.5137,,0.0976,-29.9697,,-8.0222,7.053,309.389,1.0
122.153,20.0348,2.846,,,,-83.3984,22.3203,6.1874,377.914,1.0
,,,,0.2738,,,-8.387,,,1.0
,23.9203,,0.2219,0.1121,-47.3918,-92.9725,13.7118,3.4326,122.7138,0.0
21.6802,,2.1629,,0.4089,23.2427,,,,,1.0
,21.3242,2.5051,0.4219,0.2141,-19.5453,16.3698,,,148.259,1.0
44.218,17.5294,2.5717,,0.1917,-42.1748,-19.0475,17.5626,18.537,,1.0
48.3426,16.9195,3.1407,0.2199,,,,4.1885,0.386,,1.0
20.8989,,2.2589,0.8099,0.6088,15.5585,19.6433,,,252.106,1.0
36.4863,,2.67,0.366,,,-30.5613,-17.5808,,1.2826,0.0
,,2.7616,,0.1844,-36.7506,10.4672,,41.911,52.4654,1.0
31.1721,,2.8089,0.2981,,33.1836,9.5701,-6.909,46.111,59.6816,1.0
26.6758,10.1784,2.3414,0.4237,,,,-5.724,,118.23,1.0
,26.4615,,0.1495,,-13.777,-23.6209,17.6167,9.783,172.123,1.0
,,2.1446,0.7455,0.4122,,-0.0001,15.935,,155.2,1.0
,19.2556,2.5617,0.3841,0.1962,28.5514,28.6597,,64.622,,1.0
33.3083,18.0903,2.3997,0.3984,0.2012,-33.889,,-7.1653,,155.877,1.0
15.3363,11.9173,,0.6458,0.3819,2.5184,,,69.2522,,1.0
,,,,0.1217,38.95,,,,,1.0
,,,0.2456,0.1298,16.5457,11.6027,-4.8562,28.51,,1.0
,19.6861,2.9647,0.2766,0.1524,38.2563,9.3382,16.6767,6.3884,,1.0
40.2526,,,0.2529,0.1419,-34.0157,16.8333,-10.1782,73.9986,,0.0
74.2579,,2.8007,,0.1653,-50.3028,-51.4627,,49.29600000000001,120.156,0.0
,27.1606,,,0.1225,,54.2556,13.7406,32.222,262.181,1.0
67.3393,20.0735,2.8727,,0.1213,-57.8128,,4.2402,0.4888,283.35,1.0
38.5541,12.5228,2.5391,,0.2905,20.0958,35.2245,-5.088,3.055,179.05700000000004,1.0
,29.7856,,,0.0916,-86.0801,67.6426,,5.9725,242.953,1.0
,10.6003,2.2799,0.7822,0.4646,13.6919,4.3486,11.0363,13.1938,196.47,1.0
25.867,16.2597,,0.3989,0.2352,8.5181,10.8968,3.8152,,,1.0
25.5161,15.2353,2.5472,,,-6.0177,-15.7745,,6.024,,1.0
,,2.4314,,0.2426,,,8.0892,,213.613,1.0
,,2.6355,,0.2164,37.6251,-22.3594,-4.1555,6.8181,,1.0
,,2.702,0.3098,0.1698,-35.7317,-40.116,-16.2932,22.1294,231.842,0.0
24.7546,11.4566,,0.4637,,32.2748,,,20.6302,166.00799999999995,1.0
31.5516,,2.3259,,0.2251,,-10.7553,-1.169,,186.8069,0.0
101.034,41.5133,,0.0822,0.0418,,87.0304,,,244.833,1.0
21.1957,,2.1319,0.7749,0.4982,0.0,,-8.8692,29.6802,239.229,1.0
16.0964,10.9584,,0.6872,0.4295,4.0339,,,84.2938,221.189,1.0
,9.1269,,0.4437,0.2553,12.3981,,-5.3204,20.78,180.4168,0.0
44.1319,,,0.2869,0.1555,-20.9249,4.2475,,,,1.0
,,3.0974,0.302,0.1594,,,-6.1055,44.5254,,0.0
25.6327,15.7198,,,,,-17.6082,-15.5937,,93.9143,1.0
,26.1717,,0.1675,0.0643,-37.5337,-26.86,,4.1303,120.635,0.0
,24.1272,,,0.0939,,,,,193.564,1.0
29.9525,16.7684,2.525,0.3522,0.1836,2.8502,-21.0671,-9.285,8.402000000000001,160.31,1.0
85.8538,,,,0.2971,41.2975,,-14.116,15.77,,1.0
,12.5149,,,,17.9328,,-8.4085,,220.3298,0.0
76.7307,24.2085,,0.3021,0.1584,,,-17.545,3.4360000000000004,354.3130000000001,1.0
,,2.357,0.4967,,8.9039,19.7902,4.4057,,,1.0
30.6386,,,0.28,0.1645,4.8610000000000015,,-7.4035,6.752999999999999,,1.0
26.8655,12.6843,,0.5529,0.2948,6.6074,18.8457,-14.7909,49.7552,104.415,1.0
22.0013,,2.357,0.589,0.3319,22.5121,15.6685,9.0055,52.2402,98.7123,1.0
,,,,,-34.3291,-25.141,17.7535,,204.247,1.0
24.9766,,2.5635,,0.3538,20.7198,25.4249,14.3234,,124.449,1.0
25.4375,,2.8136,,0.222,0.3544,,9.219,9.8822,102.65,1.0
,24.7773,,,0.1323,32.0315,98.5072,-7.858,8.624,,1.0
27.7507,7.6265,2.281,0.5969,,,14.0161,6.1881,15.261,80.8787,1.0
81.0409,,3.3754,0.2262,0.114,-23.1869,52.0337,17.7623,,335.726,1.0
18.155,9.9203,,0.6889,,20.7872,11.8396,,,,1.0
35.1185,25.9444,3.1561,,0.1428,,-10.3173,,,,1.0
33.8423,13.4603,2.7631,,,3.4144,,-10.8519,14.9219,199.632,1.0
,18.8286,3.1884,,,,,,,216.992,1.0
,12.9693,,,,-5.0726,,6.2894,,,1.0
177.368,,3.5091,,0.0878,-140.203,-151.365,69.8459,0.0993,,0.0
12.4763,11.9939,,,,16.4756,-10.0179,,45.62600000000001,150.341,1.0
,15.5835,3.0432,0.3324,0.1861,,,,71.1767,,0.0
50.8775,37.0657,3.3718,0.1324,,,10.5105,,45.4303,,0.0
41.87300000000001,,2.6465,,0.2454,-25.5295,-62.539,-7.1176,,234.0699,0.0
17.4934,7.4535,2.2292,,0.5457,-1.1241,-1.162,4.349,15.087,,0.0
,,,0.2985,,-89.7125,-44.7121,-8.9452,2.0092,368.684,1.0
110.867,40.7858,3.0616,0.2542,,88.0994,,,21.8577,326.927,0.0
,35.44,3.6259,0.2305,0.1206,41.0171,-41.4465,-26.1509,0.5417,371.477,1.0
,,4.3786,,0.0282,91.0714,,,,301.297,0.0
23.848000000000006,8.7197,2.4917,,,12.9926,,6.8973,82.2838,213.7735,0.0
40.2282,14.2514,2.8136,0.3487,,-27.9393,,-12.745,,,1.0
155.358,19.8502,,,,,,,36.245,193.741,1.0
,11.3739,2.1123,0.7259,,14.9591,-8.3363,,4.803,,1.0
,,,0.3822,,,-35.5266,,40.8331,164.8638,0.0
143.3763,30.1811,,0.3758,0.2087,-45.6603,,21.9292,,184.7944,0.0
22.7173,,2.1446,0.7168,0.4265,0.2148,,,,,1.0
,16.5869,2.6826,0.3489,0.1817,,,-11.6708,,126.349,1.0
36.4006,10.9088,2.3064,0.4346,,,,,0.0175,184.199,1.0
28.5875,19.2228,2.6679,0.3523,,,17.858,,25.702,165.595,1.0
25.2073,12.764,,0.4413,0.2733,-16.8845,,,,,1.0
,,,0.5701,,3.8903,,,9.9481,,0.0
81.3168,29.5452,,0.2317,0.1304,-109.3272,57.2042,36.8897,15.8253,315.2557,0.0
40.5301,18.7265,,0.3475,,29.6745,,,26.9369,132.05100000000002,1.0
31.9252,,2.7114,0.3032,0.1603,,,,,,1.0
262.0263,131.227,,,,365.6528,-134.5952,,,,0.0
,15.3273,2.3304,,0.1939,11.2022,11.5547,,54.418,,1.0
,,,0.4524,0.2479,16.4993,25.9978,13.6191,79.44800000000002,,0.0
30.4477,18.5964,2.4216,0.4053,,24.8575,-25.6659,,,171.15200000000004,1.0
55.0816,,2.9923,0.2036,,,,-18.237,34.246,158.388,1.0
30.4611,19.5954,2.679,0.3288,,9.1986,24.4328,,6.7859,67.0467,1.0
19.8657,10.773,2.3324,,0.3326,-8.0461,17.5656,,,,1.0
,,2.4338,,,3.5958,20.6702,,84.759,,0.0
68.4298,,2.9559,,0.1444,-37.2035,-30.38,14.5532,,,1.0
45.4248,12.9191,2.7514,0.2972,0.1538,,7.1662,13.1082,65.8261,244.2702,0.0
16.5961,16.3385,2.6037,0.6613,,,,,49.9948,50.5259,0.0
,,2.57,,,6.4742,17.5153,10.4355,,,1.0
,19.5691,,,,5.3734,25.1525,14.783,26.532,,0.0
38.9482,,,0.3246,0.1754,20.5385,13.8432,12.8962,26.7113,151.616,1.0
12.8703,,2.3811,,0.3805,,,,21.012,,1.0
,,3.9316,,,83.1377,61.3527,29.8495,4.774,247.285,1.0
,,,0.1937,0.1055,49.8042,54.7333,,31.4631,249.407,0.0
,7.5107,,,,-13.008,11.1798,,17.1998,137.82399999999998,1.0
30.8715,11.6124,2.2999,,,,24.5796,,24.488000000000003,,0.0
24.9261,,,,0.2619,-14.4403,-11.307,,7.3195,194.164,1.0
25.7942,,,0.3505,0.1918,1.763,18.8544,,,181.89,1.0
20.8078,,2.6748,0.4992,,5.2542,-13.4763,,17.3155,,0.0
79.8079,23.1663,3.3959,0.2126,0.1115,,,,,,1.0
36.709,,2.7709,0.4924,,,24.3041,-17.0833,52.3632,,0.0
,10.6358,2.224,0.7761,0.4746,,-3.5588,-10.4501,,,0.0
,,4.0902,,0.0206,,165.5819,,15.9931,45.4067,0.0
,7.2547,,0.5766,0.3493,,20.0326,-2.8368,,212.0619,0.0
56.6212,20.7623,,0.1727,0.0868,-5.8288,-36.5977,,2.3981,191.056,1.0
20.9457,7.0962,,,0.3720000000000001,,,-6.1052,48.809,232.29,1.0
12.8863,11.4236,2.2492,,0.369,6.806,,0.0,61.346,68.3739,1.0
,10.9544,,0.7571,,-14.0985,5.7807,-10.1748,64.87,,0.0
,,2.8839,0.3109,,12.581,,10.9432,,,0.0
105.264,41.3551,,,,,,,5.8936,,1.0
,12.0956,,0.3932,0.2197,,,,2.2868,222.401,1.0
113.5527,23.8733,2.8041,,,,85.1413,21.7677,26.0409,,0.0
,11.5868,2.2613,0.7068,,15.4984,-9.2905,,69.4336,141.391,1.0
144.18,67.3286,,,,-133.19799999999998,-110.0,45.927,,,0.0
38.3285,18.183,,,,,-26.7741,12.6358,13.576,208.581,1.0
87.4843,,,,0.0939,,,,2.72,,1.0
20.0503,7.2266,,0.7616,0.3879,,-11.4259,5.2307,4.075,186.949,1.0
,14.6156,,0.4507,0.2642,-29.2965,-22.5492,,39.295,26.1913,1.0
,,2.7097,,0.1649,-30.576,19.6037,,,206.032,1.0
25.9206,17.5262,,0.4293,0.2181,29.7237,,14.6637,1.567,,1.0
12.863,11.419,,,0.4027,,-7.4255,10.8121,17.031,223.366,1.0
,14.7729,2.5484,0.396,0.2419,8.0372,15.2399,,12.329,218.88,0.0
,,,,,42.1548,14.3274,,5.0435,207.784,1.0
20.5012,16.254,2.4249,,,,-14.3202,-9.2264,5.932,159.226,1.0
,,2.7774,0.3523,0.2012,-136.097,95.9939,,7.5012,287.3040000000001,0.0
31.1823,14.847,,0.4697,0.2542,,,7.8002,22.9229,107.931,1.0
,31.0013,,0.2214,,-29.6565,-93.1094,,,,0.0
101.338,38.4791,3.4092,0.1341,,,,,71.7654,,0.0
61.7893,52.2988,,0.17,,40.8038,-21.9021,45.7955,20.5574,154.871,0.0
,20.083,,,0.108,,-24.1587,,6.782,199.855,1.0
56.8961,,2.9786,,,-13.4388,,,1.38,248.061,1.0
21.8698,18.1692,,0.3628,,10.774,,,,87.2234,1.0
13.1689,,2.1658,0.7713,0.4061,,-2.8969,,11.1276,123.58,0.0
22.7179,10.2397,,,,,,10.3193,6.09,,1.0
,,2.4346,0.5846,,,,,46.7955,,0.0
26.9291,16.4709,2.7597,,0.213,,-19.6155,,13.461,,1.0
36.3001,17.3016,2.5058,,0.2387,44.1898,22.3053,,,134.061,1.0
73.9743,21.9254,2.8199,0.489,0.246,,,-11.3532,8.09,284.793,1.0
31.0413,19.4515,,0.3567,0.1868,28.9086,21.7073,-11.5324,,,1.0
,18.5717,,,,25.4122,,5.4656,1.8424,,1.0
21.435,15.6274,2.4786,,0.211,27.5445,6.9507,,,,1.0
49.7,12.3963,2.9297,,0.1452,-11.453,,,47.2621,162.401,0.0
,17.1327,2.7356,,0.1406,,,12.0711,4.2607,,1.0
,30.4948,,0.151,0.0798,,79.9757,-8.7483,,,1.0
134.088,52.1971,,,,-76.2126,-105.2808,49.9585,,256.3267,0.0
24.593000000000004,17.4341,,0.3349,0.1754,19.8232,11.1578,,40.433,,1.0
24.97,,,0.5057,,,,,5.3656,,1.0
22.829,14.6751,,0.5368,0.3328,-4.5055,-18.5469,-9.4986,17.4089,,1.0
95.6728,,,,0.0979,,50.6607,,,309.49,1.0
,,2.6894,,0.2921,,11.4296,1.9107,34.9012,,0.0
31.3875,19.8846,2.5587,,0.1975,,,,,204.592,1.0
93.3967,,2.8319,,0.2275,-51.9886,,,41.7438,,0.0
8.2304,,2.4662,,0.3148,-35.35800000000001,,3.1060000000000003,42.9222,,0.0
28.9269,6.6407,,0.6944,,,21.9502,4.3081,2.1748,190.054,0.0
14.5938,,2.2576,0.4779,0.259,-1.5413,-9.9437,-9.6697,,147.6247,0.0
,111.9084,4.2757,,,23.3989,,,78.333,322.8603,0.0
81.8705,,3.9073,,0.0537,-65.4696,,,,260.36,1.0
,,3.2888,,,-101.6,,18.1359,2.5540000000000003,355.949,1.0
,16.4734,,,0.2566,24.995,,12.8753,7.352,190.318,1.0
,4.6845,,0.6890000000000001,,,-0.5135,,61.0924,56.1688,0.0
,15.246,,,,-16.1917,,,,,1.0
13.1233,,2.3086,0.7666,,,-4.0310000000000015,-11.6362,22.962,171.08599999999996,0.0
50.7177,,,0.3738,,40.2145,46.0921,15.855,7.6056,224.009,1.0
,46.1107,,0.1056,,36.945,,24.5933,,,0.0
27.4363,6.9876,,,,,-11.8573,,,,0.0
,10.6746,2.5694,0.5768,,-23.3968,-9.215,4.7010000000000005,,172.59599999999998,0.0
,,2.2878,0.634,0.3737,-21.8203,-19.1496,,,,0.0
,,,0.3443,0.1691,-235.6526,156.3105,,,,0.0
87.306,,3.7907,,,60.1796,79.2416,,1.3293,,1.0
,66.5995,4.2846,0.0953,0.068,91.5666,110.1543,-52.028,,,0.0
,17.4843,2.6812,,,-13.7499,-21.9973,,,193.811,1.0
47.3034,16.5317,,0.2673,,48.5697,26.467,-8.3448,,,1.0
238.111,88.7285,3.5115,0.1176,,-228.885,,-55.1651,78.2445,196.326,0.0
,18.5031,2.7910000000000004,,,,-22.8882,16.415,17.5095,,1.0
,36.3469,,0.1674,,,,,4.0749,353.088,1.0
,,3.0598,0.1893,0.0798,-83.4604,,20.8837,,291.7109,0.0
15.8889,15.6052,2.2563,,0.1857,33.8165,,,11.9012,,0.0
20.7277,,2.1255,,0.3633,,-5.843,5.9727,89.538,,0.0
35.3852,,,,,,26.6055,8.6959,,157.049,1.0
,,,0.5105,,,,-3.7776,51.276,,0.0
63.1451,,,0.2301,0.1332,5.8427,,9.1234,,222.1,1.0
,16.4912,2.4133,,0.3185,18.6452,17.5771,-6.8352,,43.9697,1.0
24.0385,14.1255,2.9082,0.3231,0.1765,-12.7252,,10.4751,,267.4286,0.0
,,,0.1799,,,119.454,-32.9901,,320.93,0.0
20.1024,,,,,,,-9.9981,16.42,,1.0
,,2.29,0.6256,,,14.4882,10.4339,60.3018,,1.0
39.5097,,2.6294,0.4038,,17.02,32.6702,-14.8209,,213.216,1.0
18.6657,,,,0.3101,,,,,93.2711,0.0
21.7089,14.8872,2.5145,0.4709,0.237,-24.4015,-7.3236,-10.3151,,158.37,1.0
,37.3156,,0.1757,0.0988,216.646,-115.0507,,,153.4977,0.0
46.2193,17.5535,2.8968,,,,21.224,-17.2173,1.8823,246.867,1.0
53.1946,14.7069,,0.2424,0.1322,-21.0957,24.2831,7.8871,2.701,,1.0
37.2778,,,0.2432,0.1458,17.5744,,,,95.0646,1.0
90.5299,17.8721,3.033,0.2122,0.108,,84.6189,14.9662,,,1.0
48.0128,11.4549,2.8299,,,31.2111,36.4697,-7.3894,,,0.0
50.70399999999999,11.6095,2.608,,,42.8249,40.0821,,3.9822,173.18400000000003,1.0
,,2.3324,,,-19.5619,-19.1059,,62.8383,,1.0
32.0214,,2.6522,0.3452,,-28.5927,,,58.969,,0.0
16.9746,11.0417,2.3617,0.613,0.3674,1.8765,-6.3249,-7.2341,46.3891,118.254,0.0
62.1402,18.8759,3.0364,,,,44.595,11.812,,,1.0
18.1548,10.5822,2.2967,,,1.1567,,,89.6759,76.6735,1.0
50.8322,24.6663,2.8707,0.2397,0.1286,,-35.6601,-9.656,0.8170000000000001,226.644,1.0
68.0583,50.1781,3.3398,0.1079,0.0546,30.1727,,-37.2816,17.081,230.109,1.0
84.0407,,3.0164,0.2396,0.1226,-97.1136,,,24.7881,262.5706,0.0
,,2.5877,0.3256,0.1718,,63.7663,10.6671,,,1.0
,,2.4616,,,39.4292,16.4468,-6.6409,,220.319,1.0
194.1337,77.3386,3.7326,,0.0855,,-180.058,,59.7473,,0.0
52.7057,,,,,-58.8942,-30.4432,18.615,,,1.0
,22.3498,,0.3265,,-35.6894,-39.5396,-14.1016,74.0676,,0.0
19.8183,,,0.7387,,,-8.4532,5.0759,,249.918,1.0
50.7843,17.0186,2.6618,,0.1558,,,8.6514,4.89,,1.0
67.8471,,,,0.1334,,,,,287.433,1.0
,,2.7509,0.3683,0.1812,11.4702,,,68.4468,,0.0
36.779,11.1515,,0.4938,0.326,29.1385,22.4575,,28.694000000000006,,0.0
,26.6286,,,0.1201,-15.5518,-38.6218,-9.5965,,,1.0
21.3528,,2.1189,0.7376,0.4449,,,-6.3305,,62.2795,1.0
,11.8074,2.4757,,,4.1191,-5.2152,-6.9408,,161.666,1.0
19.2878,10.5686,2.5126,0.7035,,,,7.6606,58.7634,106.324,1.0
36.755,15.4828,2.5231,0.3538,0.1784,-49.4626,-23.9838,-12.8916,61.492,44.5238,1.0
29.844,,2.3589,,0.2429,40.8255,-13.1345,,29.43,,1.0
37.9472,,2.7039,,,33.0542,11.6496,,,,0.0
,9.4793,2.5296,,,0.262,,,40.3177,112.2304,0.0
53.9172,21.0162,3.1784,0.1797,0.0945,47.8657,30.1836,12.3158,0.6112,243.698,1.0
,7.0232,2.357,0.8571,,,,5.4142,67.345,185.682,0.0
157.958,32.4742,2.8055,0.4194,0.2152,,,,7.769,355.992,0.0
90.0067,,3.2060000000000004,0.1904,0.0914,,,12.6015,,,0.0
23.5463,13.5595,,0.4772,,-7.8784,-7.2848,-3.5004,,77.7417,0.0
,,,,0.3402,,12.8172,,17.6539,171.03599999999997,1.0
21.6653,,,0.7291,0.4582,-21.2809,-15.0471,-6.4909,74.508,98.9922,0.0
22.8388,,2.643,,0.3606,24.3207,16.6751,,2.1032,114.393,0.0
,,3.1413,,0.1593,,34.3771,,,179.317,1.0
,15.9736,,,,19.0542,,8.4907,25.4027,,1.0
,,2.248,0.5932,0.3192,0.986,,,,42.7209,0.0
17.9156,10.7885,2.281,,,-23.9422,,,,41.3964,1.0
,12.5763,,,,,,7.0710000000000015,,,1.0
,6.7751,2.3043,,0.4591,,,,,,1.0
46.4868,,,,0.1442,,-23.9961,-5.672999999999999,1.2932,,1.0
,38.3607,3.805,0.1791,,-5.1982,,23.6211,,,1.0
21.9136,,2.5646,,0.1609,,21.6509,-17.9476,,117.6349,0.0
18.5398,14.3516,2.4487,0.5479999999999999,0.3826,-0.96,,,35.495,87.9001,1.0
22.5702,0.0,2.1629,,0.4021,,,,80.3449,,1.0
,,,0.56,,,-19.3165,,8.279,195.988,1.0
26.2933,,2.6817,,,,12.3359,-11.0771,,178.595,1.0
66.7283,20.8316,3.0521,0.1836,0.0971,55.2405,63.7642,10.7784,1.4439,,1.0
,9.1297,,,0.3932,23.8483,10.1555,7.1572,40.2082,222.397,0.0
45.845,13.7549,2.7135,,0.2118,-16.8433,-31.4075,-6.6655,,216.158,1.0
,14.197,2.6298,0.4629,0.2616,,,10.0302,,,0.0
31.7077,11.4427,2.5804,0.4205,0.2484,,-13.3741,-5.483,47.502,,0.0
24.1215,10.5814,2.779,0.5329999999999999,,12.329,31.3703,-11.5267,63.2577,238.9934,0.0
,16.7442,2.6698,0.4171,0.2107,0.3877,,,,,1.0
23.8885,13.0496,,0.5291,,-12.824000000000002,5.5116,,,52.9474,0.0
,,2.8808,0.4566,0.3375,-285.684,149.485,26.5393,5.174,,0.0
24.1542,17.677,2.5629,0.4049,0.2503,22.1474,-12.9443,,,73.9966,1.0
,,3.0328,0.2893,0.1655,33.7143,,,2.29,230.092,1.0
,16.2443,2.3979,0.424,0.242,,-14.7074,,52.269,108.745,1.0
35.8405,16.121,2.5702,,,-36.4636,,-12.6419,,166.9839,0.0
188.4315,,3.1463,0.1083,,,-142.1801,,49.1373,,0.0
,,,0.1052,0.055,,,-121.663,,271.86,0.0
50.6386,,3.5629,0.1653,0.0891,35.6245,,,,,1.0
49.7083,11.6316,,,0.2212,-1.7212,19.8425,,,225.3599,0.0
,,3.4218,,,-2.9172,,-32.3136,,336.315,1.0
62.1786,15.7135,3.1726,,0.1327,-111.246,42.8062,-6.6647,2.553,,1.0
,,,0.1167,,-166.14700000000005,,,,,0.0
81.5279,36.3071,,0.28300000000000003,,48.1514,,,,,1.0
,11.1376,2.5202,,,26.1892,35.1314,,41.432,,0.0
82.4072,,,0.1732,0.1089,,,11.3954,,303.15,1.0
,,3.417,,0.0986,-84.1491,,-17.0518,3.485,,1.0
37.0013,,2.4639,,0.201,-28.2382,,,,,1.0
23.251,17.6772,,0.4845,,25.0677,21.5714,,25.3941,244.06,0.0
34.9502,16.0121,3.0663,,,,11.1413,,,,1.0
,14.6739,,,0.1462,,,-9.4058,,195.33,1.0
75.2057,31.6833,,0.192,,,,,,282.915,1.0
60.1173,,2.9671,0.2384,0.1462,-97.5777,,,1.101,,1.0
41.0677,,2.7308,,0.1812,,37.9125,,,213.317,1.0
,13.4299,,0.5169,0.3137,-2.7746,,,76.50399999999998,,0.0
51.7447,,3.1106,0.1837,0.0957,25.4608,43.4486,,2.643,160.781,1.0
103.824,,3.1958,0.1644,0.0876,15.2711,,14.6144,35.216,164.426,1.0
24.5719,12.8338,2.5478,0.4504,0.2649,19.9128,15.1604,-6.7702,,216.425,1.0
,19.0376,2.9836,0.2513,0.1438,-87.3769,-29.4839,17.8461,9.634,,1.0
83.2569,34.0545,,,0.1642,,,17.8453,,,1.0
,42.2682,,0.2056,0.1034,-31.8597,15.3222,-32.5168,,391.875,1.0
30.3926,,2.248,0.6158,0.3927,10.1696,20.6071,,0.0,,1.0
40.4929,,,,,,28.3745,4.3428,35.674,,1.0
18.9958,,2.4074,0.5558,,,,10.192,,211.135,1.0
13.143,,2.2467,0.7762,,-13.7724,-2.7908,,70.33,253.924,1.0
,,,0.1489,0.0838,,,,6.664,334.836,1.0
13.0642,10.4653,,,0.5017,12.886,5.2943,,19.086,,0.0
,,,0.2916,,-45.7177,45.992,20.2932,4.9252,285.261,1.0
64.3699,,,0.2232,,-93.2575,41.7337,14.056,,237.681,1.0
,14.5054,2.4289,,0.1993,,-14.9746,,22.106,128.517,1.0
82.258,,,,,,89.8179,-15.4092,,270.598,1.0
,24.7569,,0.2737,,,,21.3696,4.6106,213.971,1.0
23.1227,,2.9906,0.417,0.2488,-2.0355,12.9545,,40.3115,62.1829,1.0
,,2.9322,,,,121.145,19.1106,0.768,293.581,1.0
30.0087,12.8582,2.2405,0.5632,0.2845,23.0303,-11.7696,-5.721,6.388,,1.0
,90.0145,3.3358,0.0775,0.0344,-156.3544,,,,98.018,0.0
61.2087,,2.8794,,0.2673,-33.0401,,,54.435,,0.0
,16.6586,,0.2725,,-54.7479,40.5963,,,285.249,1.0
,11.5968,2.5923,,,30.5678,17.1736,,5.0091,,0.0
28.2374,,,,,-27.5441,,-11.7319,,172.78599999999997,0.0
,,,,0.1822,-56.5334,-89.1491,43.6567,,,0.0
33.0585,,,0.5123,,,1.2975,-8.9894,25.5014,,0.0
,,,,0.3203,22.3025,,,26.3364,187.865,1.0
,,2.7324,0.2407,0.1213,,19.4901,-11.9559,,,1.0
22.0215,,,,0.3592,2.5675,,8.5085,,,1.0
43.9478,24.394,,,,,37.3313,20.218,,282.022,1.0
,14.4721,2.541,0.4086,,-39.8323,-8.5855,,0.374,,0.0
13.7929,9.3686,2.4208,0.8463,0.4383,14.6132,4.8925,11.6391,83.7854,160.53799999999995,0.0
38.1489,16.3476,2.7574,,,-5.0131,,-8.2306,7.9897,,1.0
,,,0.1537,0.1037,,-22.8583,32.3416,,63.8148,0.0
40.0436,29.8364,,,,,22.922,-18.7429,1.6058,,1.0
,,,0.3912,0.2494,27.252,23.6645,5.5179,,,0.0
70.26899999999999,,,0.2193,,-68.5736,,,25.5204,314.4814,0.0
83.6193,39.1214,2.9829,0.1841,,-29.0865,-84.0153,28.1627,41.6742,,0.0
37.5856,18.1024,3.0137,0.2723,,18.0017,25.3594,,11.117,177.301,1.0
98.7012,17.6299,,,0.2555,-27.6671,-91.6622,13.2898,,207.041,0.0
,63.9019,3.1777,0.1886,,92.0991,,-55.5789,58.3699,145.04,0.0
,22.099,2.9165,,,51.5957,26.9417,7.0964,,210.43,1.0
41.1069,,,0.5625,0.3371,,-22.7481,-9.2161,48.1747,,0.0
,,,,,14.6742,,,5.54,,1.0
,,3.302,,,28.9301,90.733,10.6149,,,0.0
